tag,type,n,text,xml:id,who,lemma,ana,part,rendition,act,scene,onstage,stagegroup_raw,speaker
c,,, ,,,,,,,1,3,#ATTENDANTS_1H4 #Blunt_1H4 #HenryIV_1H4 #Hotspur_R2 #Northumberland_R2,9,
w,,1.3.22,were,fs-1h4-0057870,,be,#vvd,,,1,3,#ATTENDANTS_1H4 #Blunt_1H4 #HenryIV_1H4 #Hotspur_R2 #Northumberland_R2,9,#HenryIV_1H4
c,,, ,,,,,,,1,3,#ATTENDANTS_1H4 #Blunt_1H4 #HenryIV_1H4 #Hotspur_R2 #Northumberland_R2,9,
w,,1.3.22,about,fs-1h4-0057890,,about,#acp-av,,,1,3,#ATTENDANTS_1H4 #Blunt_1H4 #HenryIV_1H4 #Hotspur_R2 #Northumberland_R2,9,#HenryIV_1H4
c,,, ,,,,,,,1,3,#ATTENDANTS_1H4 #Blunt_1H4 #HenryIV_1H4 #Hotspur_R2 #Northumberland_R2,9,
w,,1.3.22,to,fs-1h4-0057910,,to,#acp-cs,,,1,3,#ATTENDANTS_1H4 #Blunt_1H4 #HenryIV_1H4 #Hotspur_R2 #Northumberland_R2,9,#HenryIV_1H4
c,,, ,,,,,,,1,3,#ATTENDANTS_1H4 #Blunt_1H4 #HenryIV_1H4 #Hotspur_R2 #Northumberland_R2,9,
w,,1.3.22,speak,fs-1h4-0057930,,speak,#vvi,,,1,3,#ATTENDANTS_1H4 #Blunt_1H4 #HenryIV_1H4 #Hotspur_R2 #Northumberland_R2,9,#HenryIV_1H4
pc,,1.3.22,.,fs-1h4-0057940,,,,,,1,3,#ATTENDANTS_1H4 #Blunt_1H4 #HenryIV_1H4 #Hotspur_R2 #Northumberland_R2,9,#HenryIV_1H4
sp,,,,sp-0354,{'#Northumberland_R2'},,,,,1,3,#ATTENDANTS_1H4 #Blunt_1H4 #HenryIV_1H4 #Hotspur_R2 #Northumberland_R2,9,#Northumberland_R2
l,,1.3.23,,ftln-0354,,,,F,,1,3,#ATTENDANTS_1H4 #Blunt_1H4 #HenryIV_1H4 #Hotspur_R2 #Northumberland_R2,9,#Northumberland_R2
w,,1.3.23,Yea,fs-1h4-0057960,,yea,#uh,,,1,3,#ATTENDANTS_1H4 #Blunt_1H4 #HenryIV_1H4 #Hotspur_R2 #Northumberland_R2,9,#Northumberland_R2
pc,,1.3.23,",",fs-1h4-0057970,,,,,,1,3,#ATTENDANTS_1H4 #Blunt_1H4 #HenryIV_1H4 #Hotspur_R2 #Northumberland_R2,9,#Northumberland_R2
c,,, ,,,,,,,1,3,#ATTENDANTS_1H4 #Blunt_1H4 #HenryIV_1H4 #Hotspur_R2 #Northumberland_R2,9,
w,,1.3.23,my,fs-1h4-0057990,,my,#po,,,1,3,#ATTENDANTS_1H4 #Blunt_1H4 #HenryIV_1H4 #Hotspur_R2 #Northumberland_R2,9,#Northumberland_R2
c,,, ,,,,,,,1,3,#ATTENDANTS_1H4 #Blunt_1H4 #HenryIV_1H4 #Hotspur_R2 #Northumberland_R2,9,
w,,1.3.23,good,fs-1h4-0058010,,good,#j,,,1,3,#ATTENDANTS_1H4 #Blunt_1H4 #HenryIV_1H4 #Hotspur_R2 #Northumberland_R2,9,#Northumberland_R2
c,,, ,,,,,,,1,3,#ATTENDANTS_1H4 #Blunt_1H4 #HenryIV_1H4 #Hotspur_R2 #Northumberland_R2,9,
w,,1.3.23,lord,fs-1h4-0058030,,lord,#n1,,,1,3,#ATTENDANTS_1H4 #Blunt_1H4 #HenryIV_1H4 #Hotspur_R2 #Northumberland_R2,9,#Northumberland_R2
pc,,1.3.23,.,fs-1h4-0058040,,,,,,1,3,#ATTENDANTS_1H4 #Blunt_1H4 #HenryIV_1H4 #Hotspur_R2 #Northumberland_R2,9,#Northumberland_R2
l,,1.3.24,,ftln-0355,,,,,,1,3,#ATTENDANTS_1H4 #Blunt_1H4 #HenryIV_1H4 #Hotspur_R2 #Northumberland_R2,9,#Northumberland_R2
w,,1.3.24,Those,fs-1h4-0058050,,those,#d,,,1,3,#ATTENDANTS_1H4 #Blunt_1H4 #HenryIV_1H4 #Hotspur_R2 #Northumberland_R2,9,#Northumberland_R2
c,,, ,,,,,,,1,3,#ATTENDANTS_1H4 #Blunt_1H4 #HenryIV_1H4 #Hotspur_R2 #Northumberland_R2,9,
w,,1.3.24,prisoners,fs-1h4-0058070,,prisoner,#n2,,,1,3,#ATTENDANTS_1H4 #Blunt_1H4 #HenryIV_1H4 #Hotspur_R2 #Northumberland_R2,9,#Northumberland_R2
c,,, ,,,,,,,1,3,#ATTENDANTS_1H4 #Blunt_1H4 #HenryIV_1H4 #Hotspur_R2 #Northumberland_R2,9,
w,,1.3.24,in,fs-1h4-0058090,,in,#acp-p,,,1,3,#ATTENDANTS_1H4 #Blunt_1H4 #HenryIV_1H4 #Hotspur_R2 #Northumberland_R2,9,#Northumberland_R2
c,,, ,,,,,,,1,3,#ATTENDANTS_1H4 #Blunt_1H4 #HenryIV_1H4 #Hotspur_R2 #Northumberland_R2,9,
w,,1.3.24,your,fs-1h4-0058110,,your,#po,,,1,3,#ATTENDANTS_1H4 #Blunt_1H4 #HenryIV_1H4 #Hotspur_R2 #Northumberland_R2,9,#Northumberland_R2
c,,, ,,,,,,,1,3,#ATTENDANTS_1H4 #Blunt_1H4 #HenryIV_1H4 #Hotspur_R2 #Northumberland_R2,9,
w,,1.3.24,Highness’,fs-1h4-0058130,,highness,#n1g,,,1,3,#ATTENDANTS_1H4 #Blunt_1H4 #HenryIV_1H4 #Hotspur_R2 #Northumberland_R2,9,#Northumberland_R2
c,,, ,,,,,,,1,3,#ATTENDANTS_1H4 #Blunt_1H4 #HenryIV_1H4 #Hotspur_R2 #Northumberland_R2,9,
w,,1.3.24,name,fs-1h4-0058150,,name,#n1,,,1,3,#ATTENDANTS_1H4 #Blunt_1H4 #HenryIV_1H4 #Hotspur_R2 #Northumberland_R2,9,#Northumberland_R2
c,,, ,,,,,,,1,3,#ATTENDANTS_1H4 #Blunt_1H4 #HenryIV_1H4 #Hotspur_R2 #Northumberland_R2,9,
w,,1.3.24,demanded,fs-1h4-0058170,,demand,#vvn,,,1,3,#ATTENDANTS_1H4 #Blunt_1H4 #HenryIV_1H4 #Hotspur_R2 #Northumberland_R2,9,#Northumberland_R2
pc,,1.3.24,",",fs-1h4-0058180,,,,,,1,3,#ATTENDANTS_1H4 #Blunt_1H4 #HenryIV_1H4 #Hotspur_R2 #Northumberland_R2,9,#Northumberland_R2
l,,1.3.25,,ftln-0356,,,,,,1,3,#ATTENDANTS_1H4 #Blunt_1H4 #HenryIV_1H4 #Hotspur_R2 #Northumberland_R2,9,#Northumberland_R2
w,,1.3.25,Which,fs-1h4-0058190,,which,#crq-r,,,1,3,#ATTENDANTS_1H4 #Blunt_1H4 #HenryIV_1H4 #Hotspur_R2 #Northumberland_R2,9,#Northumberland_R2
c,,, ,,,,,,,1,3,#ATTENDANTS_1H4 #Blunt_1H4 #HenryIV_1H4 #Hotspur_R2 #Northumberland_R2,9,
w,,1.3.25,Harry,fs-1h4-0058210,,Harry,#n1-nn,,,1,3,#ATTENDANTS_1H4 #Blunt_1H4 #HenryIV_1H4 #Hotspur_R2 #Northumberland_R2,9,#Northumberland_R2
c,,, ,,,,,,,1,3,#ATTENDANTS_1H4 #Blunt_1H4 #HenryIV_1H4 #Hotspur_R2 #Northumberland_R2,9,
w,,1.3.25,Percy,fs-1h4-0058230,,Percy,#n1-nn,,,1,3,#ATTENDANTS_1H4 #Blunt_1H4 #HenryIV_1H4 #Hotspur_R2 #Northumberland_R2,9,#Northumberland_R2
c,,, ,,,,,,,1,3,#ATTENDANTS_1H4 #Blunt_1H4 #HenryIV_1H4 #Hotspur_R2 #Northumberland_R2,9,
w,,1.3.25,here,fs-1h4-0058250,,here,#av,,,1,3,#ATTENDANTS_1H4 #Blunt_1H4 #HenryIV_1H4 #Hotspur_R2 #Northumberland_R2,9,#Northumberland_R2
c,,, ,,,,,,,1,3,#ATTENDANTS_1H4 #Blunt_1H4 #HenryIV_1H4 #Hotspur_R2 #Northumberland_R2,9,
w,,1.3.25,at,fs-1h4-0058270,,at,#acp-p,,,1,3,#ATTENDANTS_1H4 #Blunt_1H4 #HenryIV_1H4 #Hotspur_R2 #Northumberland_R2,9,#Northumberland_R2
c,,, ,,,,,,,1,3,#ATTENDANTS_1H4 #Blunt_1H4 #HenryIV_1H4 #Hotspur_R2 #Northumberland_R2,9,
w,,1.3.25,Holmedon,fs-1h4-0058290,,Holmedon,#n1-nn,,,1,3,#ATTENDANTS_1H4 #Blunt_1H4 #HenryIV_1H4 #Hotspur_R2 #Northumberland_R2,9,#Northumberland_R2
c,,, ,,,,,,,1,3,#ATTENDANTS_1H4 #Blunt_1H4 #HenryIV_1H4 #Hotspur_R2 #Northumberland_R2,9,
w,,1.3.25,took,fs-1h4-0058310,,take,#vvd,,,1,3,#ATTENDANTS_1H4 #Blunt_1H4 #HenryIV_1H4 #Hotspur_R2 #Northumberland_R2,9,#Northumberland_R2
pc,,1.3.25,",",fs-1h4-0058320,,,,,,1,3,#ATTENDANTS_1H4 #Blunt_1H4 #HenryIV_1H4 #Hotspur_R2 #Northumberland_R2,9,#Northumberland_R2
l,,1.3.26,,ftln-0357,,,,,,1,3,#ATTENDANTS_1H4 #Blunt_1H4 #HenryIV_1H4 #Hotspur_R2 #Northumberland_R2,9,#Northumberland_R2
w,,1.3.26,Were,fs-1h4-0058330,,be,#vvd,,,1,3,#ATTENDANTS_1H4 #Blunt_1H4 #HenryIV_1H4 #Hotspur_R2 #Northumberland_R2,9,#Northumberland_R2
pc,,1.3.26,",",fs-1h4-0058340,,,,,,1,3,#ATTENDANTS_1H4 #Blunt_1H4 #HenryIV_1H4 #Hotspur_R2 #Northumberland_R2,9,#Northumberland_R2
c,,, ,,,,,,,1,3,#ATTENDANTS_1H4 #Blunt_1H4 #HenryIV_1H4 #Hotspur_R2 #Northumberland_R2,9,
w,,1.3.26,as,fs-1h4-0058360,,as,#acp-cs,,,1,3,#ATTENDANTS_1H4 #Blunt_1H4 #HenryIV_1H4 #Hotspur_R2 #Northumberland_R2,9,#Northumberland_R2
c,,, ,,,,,,,1,3,#ATTENDANTS_1H4 #Blunt_1H4 #HenryIV_1H4 #Hotspur_R2 #Northumberland_R2,9,
w,,1.3.26,he,fs-1h4-0058380,,he,#pns,,,1,3,#ATTENDANTS_1H4 #Blunt_1H4 #HenryIV_1H4 #Hotspur_R2 #Northumberland_R2,9,#Northumberland_R2
c,,, ,,,,,,,1,3,#ATTENDANTS_1H4 #Blunt_1H4 #HenryIV_1H4 #Hotspur_R2 #Northumberland_R2,9,
w,,1.3.26,says,fs-1h4-0058400,,say,#vvz,,,1,3,#ATTENDANTS_1H4 #Blunt_1H4 #HenryIV_1H4 #Hotspur_R2 #Northumberland_R2,9,#Northumberland_R2
pc,,1.3.26,",",fs-1h4-0058410,,,,,,1,3,#ATTENDANTS_1H4 #Blunt_1H4 #HenryIV_1H4 #Hotspur_R2 #Northumberland_R2,9,#Northumberland_R2
c,,, ,,,,,,,1,3,#ATTENDANTS_1H4 #Blunt_1H4 #HenryIV_1H4 #Hotspur_R2 #Northumberland_R2,9,
w,,1.3.26,not,fs-1h4-0058430,,not,#xx,,,1,3,#ATTENDANTS_1H4 #Blunt_1H4 #HenryIV_1H4 #Hotspur_R2 #Northumberland_R2,9,#Northumberland_R2
c,,, ,,,,,,,1,3,#ATTENDANTS_1H4 #Blunt_1H4 #HenryIV_1H4 #Hotspur_R2 #Northumberland_R2,9,
w,,1.3.26,with,fs-1h4-0058450,,with,#acp-p,,,1,3,#ATTENDANTS_1H4 #Blunt_1H4 #HenryIV_1H4 #Hotspur_R2 #Northumberland_R2,9,#Northumberland_R2
c,,, ,,,,,,,1,3,#ATTENDANTS_1H4 #Blunt_1H4 #HenryIV_1H4 #Hotspur_R2 #Northumberland_R2,9,
w,,1.3.26,such,fs-1h4-0058470,,such,#d,,,1,3,#ATTENDANTS_1H4 #Blunt_1H4 #HenryIV_1H4 #Hotspur_R2 #Northumberland_R2,9,#Northumberland_R2
c,,, ,,,,,,,1,3,#ATTENDANTS_1H4 #Blunt_1H4 #HenryIV_1H4 #Hotspur_R2 #Northumberland_R2,9,
w,,1.3.26,strength,fs-1h4-0058490,,strength,#n1,,,1,3,#ATTENDANTS_1H4 #Blunt_1H4 #HenryIV_1H4 #Hotspur_R2 #Northumberland_R2,9,#Northumberland_R2
c,,, ,,,,,,,1,3,#ATTENDANTS_1H4 #Blunt_1H4 #HenryIV_1H4 #Hotspur_R2 #Northumberland_R2,9,
w,,1.3.26,denied,fs-1h4-0058510,,deny,#vvn,,,1,3,#ATTENDANTS_1H4 #Blunt_1H4 #HenryIV_1H4 #Hotspur_R2 #Northumberland_R2,9,#Northumberland_R2
l,,1.3.27,,ftln-0358,,,,,,1,3,#ATTENDANTS_1H4 #Blunt_1H4 #HenryIV_1H4 #Hotspur_R2 #Northumberland_R2,9,#Northumberland_R2
w,,1.3.27,As,fs-1h4-0058520,,as,#acp-cs,,,1,3,#ATTENDANTS_1H4 #Blunt_1H4 #HenryIV_1H4 #Hotspur_R2 #Northumberland_R2,9,#Northumberland_R2
c,,, ,,,,,,,1,3,#ATTENDANTS_1H4 #Blunt_1H4 #HenryIV_1H4 #Hotspur_R2 #Northumberland_R2,9,
w,,1.3.27,is,fs-1h4-0058540,,be,#vvz,,,1,3,#ATTENDANTS_1H4 #Blunt_1H4 #HenryIV_1H4 #Hotspur_R2 #Northumberland_R2,9,#Northumberland_R2
c,,, ,,,,,,,1,3,#ATTENDANTS_1H4 #Blunt_1H4 #HenryIV_1H4 #Hotspur_R2 #Northumberland_R2,9,
w,,1.3.27,delivered,fs-1h4-0058560,,deliver,#vvn,,,1,3,#ATTENDANTS_1H4 #Blunt_1H4 #HenryIV_1H4 #Hotspur_R2 #Northumberland_R2,9,#Northumberland_R2
c,,, ,,,,,,,1,3,#ATTENDANTS_1H4 #Blunt_1H4 #HenryIV_1H4 #Hotspur_R2 #Northumberland_R2,9,
w,,1.3.27,to,fs-1h4-0058580,,to,#acp-p,,,1,3,#ATTENDANTS_1H4 #Blunt_1H4 #HenryIV_1H4 #Hotspur_R2 #Northumberland_R2,9,#Northumberland_R2
c,,, ,,,,,,,1,3,#ATTENDANTS_1H4 #Blunt_1H4 #HenryIV_1H4 #Hotspur_R2 #Northumberland_R2,9,
w,,1.3.27,your,fs-1h4-0058600,,your,#po,,,1,3,#ATTENDANTS_1H4 #Blunt_1H4 #HenryIV_1H4 #Hotspur_R2 #Northumberland_R2,9,#Northumberland_R2
c,,, ,,,,,,,1,3,#ATTENDANTS_1H4 #Blunt_1H4 #HenryIV_1H4 #Hotspur_R2 #Northumberland_R2,9,
w,,1.3.27,Majesty,fs-1h4-0058620,,majesty,#n1,,,1,3,#ATTENDANTS_1H4 #Blunt_1H4 #HenryIV_1H4 #Hotspur_R2 #Northumberland_R2,9,#Northumberland_R2
pc,,1.3.27,.,fs-1h4-0058630,,,,,,1,3,#ATTENDANTS_1H4 #Blunt_1H4 #HenryIV_1H4 #Hotspur_R2 #Northumberland_R2,9,#Northumberland_R2
l,,1.3.28,,ftln-0359,,,,,,1,3,#ATTENDANTS_1H4 #Blunt_1H4 #HenryIV_1H4 #Hotspur_R2 #Northumberland_R2,9,#Northumberland_R2
w,,1.3.28,Either,fs-1h4-0058640,,either,#av_d,,,1,3,#ATTENDANTS_1H4 #Blunt_1H4 #HenryIV_1H4 #Hotspur_R2 #Northumberland_R2,9,#Northumberland_R2
c,,, ,,,,,,,1,3,#ATTENDANTS_1H4 #Blunt_1H4 #HenryIV_1H4 #Hotspur_R2 #Northumberland_R2,9,
w,,1.3.28,envy,fs-1h4-0058660,,envy,#n1,,,1,3,#ATTENDANTS_1H4 #Blunt_1H4 #HenryIV_1H4 #Hotspur_R2 #Northumberland_R2,9,#Northumberland_R2
pc,,1.3.28,",",fs-1h4-0058670,,,,,,1,3,#ATTENDANTS_1H4 #Blunt_1H4 #HenryIV_1H4 #Hotspur_R2 #Northumberland_R2,9,#Northumberland_R2
c,,, ,,,,,,,1,3,#ATTENDANTS_1H4 #Blunt_1H4 #HenryIV_1H4 #Hotspur_R2 #Northumberland_R2,9,
w,,1.3.28,therefore,fs-1h4-0058690,,therefore,#av,,,1,3,#ATTENDANTS_1H4 #Blunt_1H4 #HenryIV_1H4 #Hotspur_R2 #Northumberland_R2,9,#Northumberland_R2
pc,,1.3.28,",",fs-1h4-0058700,,,,,,1,3,#ATTENDANTS_1H4 #Blunt_1H4 #HenryIV_1H4 #Hotspur_R2 #Northumberland_R2,9,#Northumberland_R2
c,,, ,,,,,,,1,3,#ATTENDANTS_1H4 #Blunt_1H4 #HenryIV_1H4 #Hotspur_R2 #Northumberland_R2,9,
w,,1.3.28,or,fs-1h4-0058720,,or,#cc,,,1,3,#ATTENDANTS_1H4 #Blunt_1H4 #HenryIV_1H4 #Hotspur_R2 #Northumberland_R2,9,#Northumberland_R2
c,,, ,,,,,,,1,3,#ATTENDANTS_1H4 #Blunt_1H4 #HenryIV_1H4 #Hotspur_R2 #Northumberland_R2,9,
w,,1.3.28,misprision,fs-1h4-0058740,,misprision,#n1,,,1,3,#ATTENDANTS_1H4 #Blunt_1H4 #HenryIV_1H4 #Hotspur_R2 #Northumberland_R2,9,#Northumberland_R2
l,,1.3.29,,ftln-0360,,,,,,1,3,#ATTENDANTS_1H4 #Blunt_1H4 #HenryIV_1H4 #Hotspur_R2 #Northumberland_R2,9,#Northumberland_R2
w,,1.3.29,Is,fs-1h4-0058750,,be,#vvz,,,1,3,#ATTENDANTS_1H4 #Blunt_1H4 #HenryIV_1H4 #Hotspur_R2 #Northumberland_R2,9,#Northumberland_R2
c,,, ,,,,,,,1,3,#ATTENDANTS_1H4 #Blunt_1H4 #HenryIV_1H4 #Hotspur_R2 #Northumberland_R2,9,
w,,1.3.29,guilty,fs-1h4-0058770,,guilty,#j,,,1,3,#ATTENDANTS_1H4 #Blunt_1H4 #HenryIV_1H4 #Hotspur_R2 #Northumberland_R2,9,#Northumberland_R2
c,,, ,,,,,,,1,3,#ATTENDANTS_1H4 #Blunt_1H4 #HenryIV_1H4 #Hotspur_R2 #Northumberland_R2,9,
w,,1.3.29,of,fs-1h4-0058790,,of,#acp-p,,,1,3,#ATTENDANTS_1H4 #Blunt_1H4 #HenryIV_1H4 #Hotspur_R2 #Northumberland_R2,9,#Northumberland_R2
c,,, ,,,,,,,1,3,#ATTENDANTS_1H4 #Blunt_1H4 #HenryIV_1H4 #Hotspur_R2 #Northumberland_R2,9,
w,,1.3.29,this,fs-1h4-0058810,,this,#d,,,1,3,#ATTENDANTS_1H4 #Blunt_1H4 #HenryIV_1H4 #Hotspur_R2 #Northumberland_R2,9,#Northumberland_R2
c,,, ,,,,,,,1,3,#ATTENDANTS_1H4 #Blunt_1H4 #HenryIV_1H4 #Hotspur_R2 #Northumberland_R2,9,
w,,1.3.29,fault,fs-1h4-0058830,,fault,#n1,,,1,3,#ATTENDANTS_1H4 #Blunt_1H4 #HenryIV_1H4 #Hotspur_R2 #Northumberland_R2,9,#Northumberland_R2
pc,,1.3.29,",",fs-1h4-0058840,,,,,,1,3,#ATTENDANTS_1H4 #Blunt_1H4 #HenryIV_1H4 #Hotspur_R2 #Northumberland_R2,9,#Northumberland_R2
c,,, ,,,,,,,1,3,#ATTENDANTS_1H4 #Blunt_1H4 #HenryIV_1H4 #Hotspur_R2 #Northumberland_R2,9,
w,,1.3.29,and,fs-1h4-0058860,,and,#cc,,,1,3,#ATTENDANTS_1H4 #Blunt_1H4 #HenryIV_1H4 #Hotspur_R2 #Northumberland_R2,9,#Northumberland_R2
c,,, ,,,,,,,1,3,#ATTENDANTS_1H4 #Blunt_1H4 #HenryIV_1H4 #Hotspur_R2 #Northumberland_R2,9,
w,,1.3.29,not,fs-1h4-0058880,,not,#xx,,,1,3,#ATTENDANTS_1H4 #Blunt_1H4 #HenryIV_1H4 #Hotspur_R2 #Northumberland_R2,9,#Northumberland_R2
c,,, ,,,,,,,1,3,#ATTENDANTS_1H4 #Blunt_1H4 #HenryIV_1H4 #Hotspur_R2 #Northumberland_R2,9,
w,,1.3.29,my,fs-1h4-0058900,,my,#po,,,1,3,#ATTENDANTS_1H4 #Blunt_1H4 #HenryIV_1H4 #Hotspur_R2 #Northumberland_R2,9,#Northumberland_R2
c,,, ,,,,,,,1,3,#ATTENDANTS_1H4 #Blunt_1H4 #HenryIV_1H4 #Hotspur_R2 #Northumberland_R2,9,
w,,1.3.29,son,fs-1h4-0058920,,son,#n1,,,1,3,#ATTENDANTS_1H4 #Blunt_1H4 #HenryIV_1H4 #Hotspur_R2 #Northumberland_R2,9,#Northumberland_R2
pc,,1.3.29,.,fs-1h4-0058930,,,,,,1,3,#ATTENDANTS_1H4 #Blunt_1H4 #HenryIV_1H4 #Hotspur_R2 #Northumberland_R2,9,#Northumberland_R2
sp,,,,sp-0361,{'#Hotspur_R2'},,,,,1,3,#ATTENDANTS_1H4 #Blunt_1H4 #HenryIV_1H4 #Hotspur_R2 #Northumberland_R2,9,#Hotspur_R2
l,,1.3.30,,ftln-0361,,,,,,1,3,#ATTENDANTS_1H4 #Blunt_1H4 #HenryIV_1H4 #Hotspur_R2 #Northumberland_R2,9,#Hotspur_R2
w,,1.3.30,My,fs-1h4-0058950,,my,#po,,,1,3,#ATTENDANTS_1H4 #Blunt_1H4 #HenryIV_1H4 #Hotspur_R2 #Northumberland_R2,9,#Hotspur_R2
c,,, ,,,,,,,1,3,#ATTENDANTS_1H4 #Blunt_1H4 #HenryIV_1H4 #Hotspur_R2 #Northumberland_R2,9,
w,,1.3.30,liege,fs-1h4-0058970,,liege,#n1,,,1,3,#ATTENDANTS_1H4 #Blunt_1H4 #HenryIV_1H4 #Hotspur_R2 #Northumberland_R2,9,#Hotspur_R2
pc,,1.3.30,",",fs-1h4-0058980,,,,,,1,3,#ATTENDANTS_1H4 #Blunt_1H4 #HenryIV_1H4 #Hotspur_R2 #Northumberland_R2,9,#Hotspur_R2
c,,, ,,,,,,,1,3,#ATTENDANTS_1H4 #Blunt_1H4 #HenryIV_1H4 #Hotspur_R2 #Northumberland_R2,9,
w,,1.3.30,I,fs-1h4-0059000,,i,#pns,,,1,3,#ATTENDANTS_1H4 #Blunt_1H4 #HenryIV_1H4 #Hotspur_R2 #Northumberland_R2,9,#Hotspur_R2
c,,, ,,,,,,,1,3,#ATTENDANTS_1H4 #Blunt_1H4 #HenryIV_1H4 #Hotspur_R2 #Northumberland_R2,9,
w,,1.3.30,did,fs-1h4-0059020,,do,#vvd,,,1,3,#ATTENDANTS_1H4 #Blunt_1H4 #HenryIV_1H4 #Hotspur_R2 #Northumberland_R2,9,#Hotspur_R2
c,,, ,,,,,,,1,3,#ATTENDANTS_1H4 #Blunt_1H4 #HenryIV_1H4 #Hotspur_R2 #Northumberland_R2,9,
w,,1.3.30,deny,fs-1h4-0059040,,deny,#vvi,,,1,3,#ATTENDANTS_1H4 #Blunt_1H4 #HenryIV_1H4 #Hotspur_R2 #Northumberland_R2,9,#Hotspur_R2
c,,, ,,,,,,,1,3,#ATTENDANTS_1H4 #Blunt_1H4 #HenryIV_1H4 #Hotspur_R2 #Northumberland_R2,9,
w,,1.3.30,no,fs-1h4-0059060,,no,#d-x,,,1,3,#ATTENDANTS_1H4 #Blunt_1H4 #HenryIV_1H4 #Hotspur_R2 #Northumberland_R2,9,#Hotspur_R2
c,,, ,,,,,,,1,3,#ATTENDANTS_1H4 #Blunt_1H4 #HenryIV_1H4 #Hotspur_R2 #Northumberland_R2,9,
w,,1.3.30,prisoners,fs-1h4-0059080,,prisoner,#n2,,,1,3,#ATTENDANTS_1H4 #Blunt_1H4 #HenryIV_1H4 #Hotspur_R2 #Northumberland_R2,9,#Hotspur_R2
pc,,1.3.30,.,fs-1h4-0059090,,,,,,1,3,#ATTENDANTS_1H4 #Blunt_1H4 #HenryIV_1H4 #Hotspur_R2 #Northumberland_R2,9,#Hotspur_R2
l,,1.3.31,,ftln-0362,,,,,,1,3,#ATTENDANTS_1H4 #Blunt_1H4 #HenryIV_1H4 #Hotspur_R2 #Northumberland_R2,9,#Hotspur_R2
w,,1.3.31,But,fs-1h4-0059100,,but,#acp-cc,,,1,3,#ATTENDANTS_1H4 #Blunt_1H4 #HenryIV_1H4 #Hotspur_R2 #Northumberland_R2,9,#Hotspur_R2
c,,, ,,,,,,,1,3,#ATTENDANTS_1H4 #Blunt_1H4 #HenryIV_1H4 #Hotspur_R2 #Northumberland_R2,9,
w,,1.3.31,I,fs-1h4-0059120,,i,#pns,,,1,3,#ATTENDANTS_1H4 #Blunt_1H4 #HenryIV_1H4 #Hotspur_R2 #Northumberland_R2,9,#Hotspur_R2
c,,, ,,,,,,,1,3,#ATTENDANTS_1H4 #Blunt_1H4 #HenryIV_1H4 #Hotspur_R2 #Northumberland_R2,9,
w,,1.3.31,remember,fs-1h4-0059140,,remember,#vvb,,,1,3,#ATTENDANTS_1H4 #Blunt_1H4 #HenryIV_1H4 #Hotspur_R2 #Northumberland_R2,9,#Hotspur_R2
pc,,1.3.31,",",fs-1h4-0059150,,,,,,1,3,#ATTENDANTS_1H4 #Blunt_1H4 #HenryIV_1H4 #Hotspur_R2 #Northumberland_R2,9,#Hotspur_R2
c,,, ,,,,,,,1,3,#ATTENDANTS_1H4 #Blunt_1H4 #HenryIV_1H4 #Hotspur_R2 #Northumberland_R2,9,
w,,1.3.31,when,fs-1h4-0059170,,when,#crq-cs,,,1,3,#ATTENDANTS_1H4 #Blunt_1H4 #HenryIV_1H4 #Hotspur_R2 #Northumberland_R2,9,#Hotspur_R2
c,,, ,,,,,,,1,3,#ATTENDANTS_1H4 #Blunt_1H4 #HenryIV_1H4 #Hotspur_R2 #Northumberland_R2,9,
w,,1.3.31,the,fs-1h4-0059190,,the,#d,,,1,3,#ATTENDANTS_1H4 #Blunt_1H4 #HenryIV_1H4 #Hotspur_R2 #Northumberland_R2,9,#Hotspur_R2
c,,, ,,,,,,,1,3,#ATTENDANTS_1H4 #Blunt_1H4 #HenryIV_1H4 #Hotspur_R2 #Northumberland_R2,9,
w,,1.3.31,fight,fs-1h4-0059210,,fight,#n1,,,1,3,#ATTENDANTS_1H4 #Blunt_1H4 #HenryIV_1H4 #Hotspur_R2 #Northumberland_R2,9,#Hotspur_R2
c,,, ,,,,,,,1,3,#ATTENDANTS_1H4 #Blunt_1H4 #HenryIV_1H4 #Hotspur_R2 #Northumberland_R2,9,
w,,1.3.31,was,fs-1h4-0059230,,be,#vvd,,,1,3,#ATTENDANTS_1H4 #Blunt_1H4 #HenryIV_1H4 #Hotspur_R2 #Northumberland_R2,9,#Hotspur_R2
c,,, ,,,,,,,1,3,#ATTENDANTS_1H4 #Blunt_1H4 #HenryIV_1H4 #Hotspur_R2 #Northumberland_R2,9,
w,,1.3.31,done,fs-1h4-0059250,,do,#vvn,,,1,3,#ATTENDANTS_1H4 #Blunt_1H4 #HenryIV_1H4 #Hotspur_R2 #Northumberland_R2,9,#Hotspur_R2
pc,,1.3.31,",",fs-1h4-0059260,,,,,,1,3,#ATTENDANTS_1H4 #Blunt_1H4 #HenryIV_1H4 #Hotspur_R2 #Northumberland_R2,9,#Hotspur_R2
l,,1.3.32,,ftln-0363,,,,,,1,3,#ATTENDANTS_1H4 #Blunt_1H4 #HenryIV_1H4 #Hotspur_R2 #Northumberland_R2,9,#Hotspur_R2
w,,1.3.32,When,fs-1h4-0059270,,when,#crq-cs,,,1,3,#ATTENDANTS_1H4 #Blunt_1H4 #HenryIV_1H4 #Hotspur_R2 #Northumberland_R2,9,#Hotspur_R2
