tag,type,n,text,xml:id,who,ana,lemma,part,prev,rendition,act,scene,onstage,stagegroup_raw,speaker
c,,, ,,,,,,,,2,4,#Angelo_MM #Isabella_MM,42,
w,,2.4.42,fitted,fs-mm-0163960,,#vvn,fit,,,,2,4,#Angelo_MM #Isabella_MM,42,#Isabella_MM
l,,2.4.43,,ftln-1050,,#short,,,,,2,4,#Angelo_MM #Isabella_MM,42,#Isabella_MM
w,,2.4.43,That,fs-mm-0163970,,#cs,that,,,,2,4,#Angelo_MM #Isabella_MM,42,#Isabella_MM
c,,, ,,,,,,,,2,4,#Angelo_MM #Isabella_MM,42,
w,,2.4.43,his,fs-mm-0163990,,#po,his,,,,2,4,#Angelo_MM #Isabella_MM,42,#Isabella_MM
c,,, ,,,,,,,,2,4,#Angelo_MM #Isabella_MM,42,
w,,2.4.43,soul,fs-mm-0164010,,#n1,soul,,,,2,4,#Angelo_MM #Isabella_MM,42,#Isabella_MM
c,,, ,,,,,,,,2,4,#Angelo_MM #Isabella_MM,42,
w,,2.4.43,sicken,fs-mm-0164030,,#vvb,sicken,,,,2,4,#Angelo_MM #Isabella_MM,42,#Isabella_MM
c,,, ,,,,,,,,2,4,#Angelo_MM #Isabella_MM,42,
w,,2.4.43,not,fs-mm-0164050,,#xx,not,,,,2,4,#Angelo_MM #Isabella_MM,42,#Isabella_MM
pc,,2.4.43,.,fs-mm-0164060,,,,,,,2,4,#Angelo_MM #Isabella_MM,42,#Isabella_MM
sp,,,,sp-1051,{'#Angelo_MM'},,,,,,2,4,#Angelo_MM #Isabella_MM,42,#Angelo_MM
l,,2.4.44,,ftln-1051,,,,,,,2,4,#Angelo_MM #Isabella_MM,42,#Angelo_MM
w,,2.4.44,Ha,fs-mm-0164080,,#uh,ha,,,,2,4,#Angelo_MM #Isabella_MM,42,#Angelo_MM
pc,,2.4.44,!,fs-mm-0164090,,,,,,,2,4,#Angelo_MM #Isabella_MM,42,#Angelo_MM
c,,, ,,,,,,,,2,4,#Angelo_MM #Isabella_MM,42,
w,,2.4.44,Fie,fs-mm-0164110,,#uh,fie,,,,2,4,#Angelo_MM #Isabella_MM,42,#Angelo_MM
pc,,2.4.44,",",fs-mm-0164120,,,,,,,2,4,#Angelo_MM #Isabella_MM,42,#Angelo_MM
c,,, ,,,,,,,,2,4,#Angelo_MM #Isabella_MM,42,
w,,2.4.44,these,fs-mm-0164140,,#d,these,,,,2,4,#Angelo_MM #Isabella_MM,42,#Angelo_MM
c,,, ,,,,,,,,2,4,#Angelo_MM #Isabella_MM,42,
w,,2.4.44,filthy,fs-mm-0164160,,#j,filthy,,,,2,4,#Angelo_MM #Isabella_MM,42,#Angelo_MM
c,,, ,,,,,,,,2,4,#Angelo_MM #Isabella_MM,42,
w,,2.4.44,vices,fs-mm-0164180,,#n2,vice,,,,2,4,#Angelo_MM #Isabella_MM,42,#Angelo_MM
pc,,2.4.44,!,fs-mm-0164190,,,,,,,2,4,#Angelo_MM #Isabella_MM,42,#Angelo_MM
c,,, ,,,,,,,,2,4,#Angelo_MM #Isabella_MM,42,
w,,2.4.44,It,fs-mm-0164210,,#pn,it,,,,2,4,#Angelo_MM #Isabella_MM,42,#Angelo_MM
c,,, ,,,,,,,,2,4,#Angelo_MM #Isabella_MM,42,
w,,2.4.44,were,fs-mm-0164230,,#vvd,be,,,,2,4,#Angelo_MM #Isabella_MM,42,#Angelo_MM
c,,, ,,,,,,,,2,4,#Angelo_MM #Isabella_MM,42,
w,,2.4.44,as,fs-mm-0164250,,#acp-av,as,,,,2,4,#Angelo_MM #Isabella_MM,42,#Angelo_MM
c,,, ,,,,,,,,2,4,#Angelo_MM #Isabella_MM,42,
w,,2.4.44,good,fs-mm-0164270,,#j,good,,,,2,4,#Angelo_MM #Isabella_MM,42,#Angelo_MM
l,,2.4.45,,ftln-1052,,,,,,,2,4,#Angelo_MM #Isabella_MM,42,#Angelo_MM
w,,2.4.45,To,fs-mm-0164280,,#acp-cs,to,,,,2,4,#Angelo_MM #Isabella_MM,42,#Angelo_MM
c,,, ,,,,,,,,2,4,#Angelo_MM #Isabella_MM,42,
w,,2.4.45,pardon,fs-mm-0164300,,#vvi,pardon,,,,2,4,#Angelo_MM #Isabella_MM,42,#Angelo_MM
c,,, ,,,,,,,,2,4,#Angelo_MM #Isabella_MM,42,
w,,2.4.45,him,fs-mm-0164320,,#pno,he,,,,2,4,#Angelo_MM #Isabella_MM,42,#Angelo_MM
c,,, ,,,,,,,,2,4,#Angelo_MM #Isabella_MM,42,
w,,2.4.45,that,fs-mm-0164340,,#cs,that,,,,2,4,#Angelo_MM #Isabella_MM,42,#Angelo_MM
c,,, ,,,,,,,,2,4,#Angelo_MM #Isabella_MM,42,
w,,2.4.45,hath,fs-mm-0164360,,#vvz,have,,,,2,4,#Angelo_MM #Isabella_MM,42,#Angelo_MM
c,,, ,,,,,,,,2,4,#Angelo_MM #Isabella_MM,42,
w,,2.4.45,from,fs-mm-0164380,,#acp-p,from,,,,2,4,#Angelo_MM #Isabella_MM,42,#Angelo_MM
c,,, ,,,,,,,,2,4,#Angelo_MM #Isabella_MM,42,
w,,2.4.45,nature,fs-mm-0164400,,#n1,nature,,,,2,4,#Angelo_MM #Isabella_MM,42,#Angelo_MM
c,,, ,,,,,,,,2,4,#Angelo_MM #Isabella_MM,42,
w,,2.4.45,stolen,fs-mm-0164420,,#vvn,steal,,,,2,4,#Angelo_MM #Isabella_MM,42,#Angelo_MM
l,,2.4.46,,ftln-1053,,,,,,,2,4,#Angelo_MM #Isabella_MM,42,#Angelo_MM
w,,2.4.46,A,fs-mm-0164430,,#d,a,,,,2,4,#Angelo_MM #Isabella_MM,42,#Angelo_MM
c,,, ,,,,,,,,2,4,#Angelo_MM #Isabella_MM,42,
w,,2.4.46,man,fs-mm-0164450,,#n1,man,,,,2,4,#Angelo_MM #Isabella_MM,42,#Angelo_MM
c,,, ,,,,,,,,2,4,#Angelo_MM #Isabella_MM,42,
w,,2.4.46,already,fs-mm-0164470,,#av,already,,,,2,4,#Angelo_MM #Isabella_MM,42,#Angelo_MM
c,,, ,,,,,,,,2,4,#Angelo_MM #Isabella_MM,42,
w,,2.4.46,made,fs-mm-0164490,,#vvn,make,,,,2,4,#Angelo_MM #Isabella_MM,42,#Angelo_MM
pc,,2.4.46,",",fs-mm-0164500,,,,,,,2,4,#Angelo_MM #Isabella_MM,42,#Angelo_MM
c,,, ,,,,,,,,2,4,#Angelo_MM #Isabella_MM,42,
w,,2.4.46,as,fs-mm-0164520,,#acp-cs,as,,,,2,4,#Angelo_MM #Isabella_MM,42,#Angelo_MM
c,,, ,,,,,,,,2,4,#Angelo_MM #Isabella_MM,42,
w,,2.4.46,to,fs-mm-0164540,,#acp-p,to,,,,2,4,#Angelo_MM #Isabella_MM,42,#Angelo_MM
c,,, ,,,,,,,,2,4,#Angelo_MM #Isabella_MM,42,
w,,2.4.46,remit,fs-mm-0164560,,#vvi,remit,,,,2,4,#Angelo_MM #Isabella_MM,42,#Angelo_MM
l,,2.4.47,,ftln-1054,,,,,,,2,4,#Angelo_MM #Isabella_MM,42,#Angelo_MM
w,,2.4.47,Their,fs-mm-0164570,,#po,their,,,,2,4,#Angelo_MM #Isabella_MM,42,#Angelo_MM
c,,, ,,,,,,,,2,4,#Angelo_MM #Isabella_MM,42,
w,,2.4.47,saucy,fs-mm-0164590,,#j,saucy,,,,2,4,#Angelo_MM #Isabella_MM,42,#Angelo_MM
c,,, ,,,,,,,,2,4,#Angelo_MM #Isabella_MM,42,
w,,2.4.47,sweetness,fs-mm-0164610,,#n1,sweetness,,,,2,4,#Angelo_MM #Isabella_MM,42,#Angelo_MM
c,,, ,,,,,,,,2,4,#Angelo_MM #Isabella_MM,42,
w,,2.4.47,that,fs-mm-0164630,,#cs,that,,,,2,4,#Angelo_MM #Isabella_MM,42,#Angelo_MM
c,,, ,,,,,,,,2,4,#Angelo_MM #Isabella_MM,42,
w,,2.4.47,do,fs-mm-0164650,,#vvb,do,,,,2,4,#Angelo_MM #Isabella_MM,42,#Angelo_MM
c,,, ,,,,,,,,2,4,#Angelo_MM #Isabella_MM,42,
w,,2.4.47,coin,fs-mm-0164670,,#vvi,coin,,,,2,4,#Angelo_MM #Isabella_MM,42,#Angelo_MM
c,,, ,,,,,,,,2,4,#Angelo_MM #Isabella_MM,42,
w,,2.4.47,God’s,fs-mm-0164690,,#n1-nn,God,,,,2,4,#Angelo_MM #Isabella_MM,42,#Angelo_MM
c,,, ,,,,,,,,2,4,#Angelo_MM #Isabella_MM,42,
w,,2.4.47,image,fs-mm-0164710,,#n1,image,,,,2,4,#Angelo_MM #Isabella_MM,42,#Angelo_MM
l,,2.4.48,,ftln-1055,,,,,,,2,4,#Angelo_MM #Isabella_MM,42,#Angelo_MM
w,,2.4.48,In,fs-mm-0164720,,#acp-p,in,,,,2,4,#Angelo_MM #Isabella_MM,42,#Angelo_MM
c,,, ,,,,,,,,2,4,#Angelo_MM #Isabella_MM,42,
w,,2.4.48,stamps,fs-mm-0164740,,#n2,stamp,,,,2,4,#Angelo_MM #Isabella_MM,42,#Angelo_MM
c,,, ,,,,,,,,2,4,#Angelo_MM #Isabella_MM,42,
w,,2.4.48,that,fs-mm-0164760,,#cs,that,,,,2,4,#Angelo_MM #Isabella_MM,42,#Angelo_MM
c,,, ,,,,,,,,2,4,#Angelo_MM #Isabella_MM,42,
w,,2.4.48,are,fs-mm-0164780,,#vvb,be,,,,2,4,#Angelo_MM #Isabella_MM,42,#Angelo_MM
c,,, ,,,,,,,,2,4,#Angelo_MM #Isabella_MM,42,
w,,2.4.48,forbid,fs-mm-0164800,,#vvb,forbid,,,,2,4,#Angelo_MM #Isabella_MM,42,#Angelo_MM
pc,,2.4.48,.,fs-mm-0164810,,,,,,,2,4,#Angelo_MM #Isabella_MM,42,#Angelo_MM
c,,, ,,,,,,,,2,4,#Angelo_MM #Isabella_MM,42,
w,,2.4.48,’Tis,fs-mm-0164830,,#pn|vvz,it|be,,,,2,4,#Angelo_MM #Isabella_MM,42,#Angelo_MM
c,,, ,,,,,,,,2,4,#Angelo_MM #Isabella_MM,42,
w,,2.4.48,all,fs-mm-0164850,,#d,all,,,,2,4,#Angelo_MM #Isabella_MM,42,#Angelo_MM
c,,, ,,,,,,,,2,4,#Angelo_MM #Isabella_MM,42,
w,,2.4.48,as,fs-mm-0164870,,#acp-av,as,,,,2,4,#Angelo_MM #Isabella_MM,42,#Angelo_MM
c,,, ,,,,,,,,2,4,#Angelo_MM #Isabella_MM,42,
w,,2.4.48,easy,fs-mm-0164890,,#j,easy,,,,2,4,#Angelo_MM #Isabella_MM,42,#Angelo_MM
l,,2.4.49,,ftln-1056,,,,,,,2,4,#Angelo_MM #Isabella_MM,42,#Angelo_MM
w,,2.4.49,Falsely,fs-mm-0164900,,#av_j,false,,,,2,4,#Angelo_MM #Isabella_MM,42,#Angelo_MM
c,,, ,,,,,,,,2,4,#Angelo_MM #Isabella_MM,42,
w,,2.4.49,to,fs-mm-0164920,,#acp-cs,to,,,,2,4,#Angelo_MM #Isabella_MM,42,#Angelo_MM
c,,, ,,,,,,,,2,4,#Angelo_MM #Isabella_MM,42,
w,,2.4.49,take,fs-mm-0164940,,#vvi,take,,,,2,4,#Angelo_MM #Isabella_MM,42,#Angelo_MM
c,,, ,,,,,,,,2,4,#Angelo_MM #Isabella_MM,42,
w,,2.4.49,away,fs-mm-0164960,,#av,away,,,,2,4,#Angelo_MM #Isabella_MM,42,#Angelo_MM
c,,, ,,,,,,,,2,4,#Angelo_MM #Isabella_MM,42,
w,,2.4.49,a,fs-mm-0164980,,#d,a,,,,2,4,#Angelo_MM #Isabella_MM,42,#Angelo_MM
c,,, ,,,,,,,,2,4,#Angelo_MM #Isabella_MM,42,
w,,2.4.49,life,fs-mm-0165000,,#n1,life,,,,2,4,#Angelo_MM #Isabella_MM,42,#Angelo_MM
c,,, ,,,,,,,,2,4,#Angelo_MM #Isabella_MM,42,
w,,2.4.49,true,fs-mm-0165020,,#av_j,true,,,,2,4,#Angelo_MM #Isabella_MM,42,#Angelo_MM
c,,, ,,,,,,,,2,4,#Angelo_MM #Isabella_MM,42,
w,,2.4.49,made,fs-mm-0165040,,#vvn,make,,,,2,4,#Angelo_MM #Isabella_MM,42,#Angelo_MM
l,,2.4.50,,ftln-1057,,,,,,,2,4,#Angelo_MM #Isabella_MM,42,#Angelo_MM
w,,2.4.50,As,fs-mm-0165050,,#acp-cs,as,,,,2,4,#Angelo_MM #Isabella_MM,42,#Angelo_MM
c,,, ,,,,,,,,2,4,#Angelo_MM #Isabella_MM,42,
w,,2.4.50,to,fs-mm-0165070,,#acp-p,to,,,,2,4,#Angelo_MM #Isabella_MM,42,#Angelo_MM
c,,, ,,,,,,,,2,4,#Angelo_MM #Isabella_MM,42,
w,,2.4.50,put,fs-mm-0165090,,#vvi,put,,,,2,4,#Angelo_MM #Isabella_MM,42,#Angelo_MM
c,,, ,,,,,,,,2,4,#Angelo_MM #Isabella_MM,42,
w,,2.4.50,metal,fs-mm-0165110,,#n1,metal,,,,2,4,#Angelo_MM #Isabella_MM,42,#Angelo_MM
c,,, ,,,,,,,,2,4,#Angelo_MM #Isabella_MM,42,
w,,2.4.50,in,fs-mm-0165130,,#acp-p,in,,,,2,4,#Angelo_MM #Isabella_MM,42,#Angelo_MM
c,,, ,,,,,,,,2,4,#Angelo_MM #Isabella_MM,42,
w,,2.4.50,restrainèd,fs-mm-0165150,,#j_vn,restrain,,,,2,4,#Angelo_MM #Isabella_MM,42,#Angelo_MM
c,,, ,,,,,,,,2,4,#Angelo_MM #Isabella_MM,42,
w,,2.4.50,means,fs-mm-0165170,,#n2,mean,,,,2,4,#Angelo_MM #Isabella_MM,42,#Angelo_MM
l,,2.4.51,,ftln-1058,,#short,,,,,2,4,#Angelo_MM #Isabella_MM,42,#Angelo_MM
w,,2.4.51,To,fs-mm-0165180,,#acp-cs,to,,,,2,4,#Angelo_MM #Isabella_MM,42,#Angelo_MM
c,,, ,,,,,,,,2,4,#Angelo_MM #Isabella_MM,42,
w,,2.4.51,make,fs-mm-0165200,,#vvi,make,,,,2,4,#Angelo_MM #Isabella_MM,42,#Angelo_MM
c,,, ,,,,,,,,2,4,#Angelo_MM #Isabella_MM,42,
w,,2.4.51,a,fs-mm-0165220,,#d,a,,,,2,4,#Angelo_MM #Isabella_MM,42,#Angelo_MM
c,,, ,,,,,,,,2,4,#Angelo_MM #Isabella_MM,42,
w,,2.4.51,false,fs-mm-0165240,,#j,false,,,,2,4,#Angelo_MM #Isabella_MM,42,#Angelo_MM
c,,, ,,,,,,,,2,4,#Angelo_MM #Isabella_MM,42,
w,,2.4.51,one,fs-mm-0165260,,#pi,one,,,,2,4,#Angelo_MM #Isabella_MM,42,#Angelo_MM
pc,,2.4.51,.,fs-mm-0165270,,,,,,,2,4,#Angelo_MM #Isabella_MM,42,#Angelo_MM
sp,,,,sp-1059,{'#Isabella_MM'},,,,,,2,4,#Angelo_MM #Isabella_MM,42,#Isabella_MM
l,,2.4.52,,ftln-1059,,,,,,,2,4,#Angelo_MM #Isabella_MM,42,#Isabella_MM
w,,2.4.52,’Tis,fs-mm-0165290,,#pn|vvz,it|be,,,,2,4,#Angelo_MM #Isabella_MM,42,#Isabella_MM
c,,, ,,,,,,,,2,4,#Angelo_MM #Isabella_MM,42,
w,,2.4.52,set,fs-mm-0165310,,#vvn,set,,,,2,4,#Angelo_MM #Isabella_MM,42,#Isabella_MM
c,,, ,,,,,,,,2,4,#Angelo_MM #Isabella_MM,42,
w,,2.4.52,down,fs-mm-0165330,,#acp-av,down,,,,2,4,#Angelo_MM #Isabella_MM,42,#Isabella_MM
c,,, ,,,,,,,,2,4,#Angelo_MM #Isabella_MM,42,
w,,2.4.52,so,fs-mm-0165350,,#av,so,,,,2,4,#Angelo_MM #Isabella_MM,42,#Isabella_MM
c,,, ,,,,,,,,2,4,#Angelo_MM #Isabella_MM,42,
w,,2.4.52,in,fs-mm-0165370,,#acp-p,in,,,,2,4,#Angelo_MM #Isabella_MM,42,#Isabella_MM
c,,, ,,,,,,,,2,4,#Angelo_MM #Isabella_MM,42,
w,,2.4.52,heaven,fs-mm-0165390,,#n1,heaven,,,,2,4,#Angelo_MM #Isabella_MM,42,#Isabella_MM
pc,,2.4.52,",",fs-mm-0165400,,,,,,,2,4,#Angelo_MM #Isabella_MM,42,#Isabella_MM
c,,, ,,,,,,,,2,4,#Angelo_MM #Isabella_MM,42,
w,,2.4.52,but,fs-mm-0165420,,#acp-cc,but,,,,2,4,#Angelo_MM #Isabella_MM,42,#Isabella_MM
c,,, ,,,,,,,,2,4,#Angelo_MM #Isabella_MM,42,
w,,2.4.52,not,fs-mm-0165440,,#xx,not,,,,2,4,#Angelo_MM #Isabella_MM,42,#Isabella_MM
c,,, ,,,,,,,,2,4,#Angelo_MM #Isabella_MM,42,
w,,2.4.52,in,fs-mm-0165460,,#acp-p,in,,,,2,4,#Angelo_MM #Isabella_MM,42,#Isabella_MM
c,,, ,,,,,,,,2,4,#Angelo_MM #Isabella_MM,42,
w,,2.4.52,Earth,fs-mm-0165480,,#n1,earth,,,,2,4,#Angelo_MM #Isabella_MM,42,#Isabella_MM
pc,,2.4.52,.,fs-mm-0165490,,,,,,,2,4,#Angelo_MM #Isabella_MM,42,#Isabella_MM
sp,,,,sp-1060,{'#Angelo_MM'},,,,,,2,4,#Angelo_MM #Isabella_MM,42,#Angelo_MM
l,,2.4.53,,ftln-1060,,,,,,,2,4,#Angelo_MM #Isabella_MM,42,#Angelo_MM
w,,2.4.53,Say,fs-mm-0165510,,#vvb,say,,,,2,4,#Angelo_MM #Isabella_MM,42,#Angelo_MM
c,,, ,,,,,,,,2,4,#Angelo_MM #Isabella_MM,42,
w,,2.4.53,you,fs-mm-0165530,,#pn,you,,,,2,4,#Angelo_MM #Isabella_MM,42,#Angelo_MM
c,,, ,,,,,,,,2,4,#Angelo_MM #Isabella_MM,42,
w,,2.4.53,so,fs-mm-0165550,,#av,so,,,,2,4,#Angelo_MM #Isabella_MM,42,#Angelo_MM
pc,,2.4.53,?,fs-mm-0165560,,,,,,,2,4,#Angelo_MM #Isabella_MM,42,#Angelo_MM
c,,, ,,,,,,,,2,4,#Angelo_MM #Isabella_MM,42,
w,,2.4.53,Then,fs-mm-0165580,,#av,then,,,,2,4,#Angelo_MM #Isabella_MM,42,#Angelo_MM
c,,, ,,,,,,,,2,4,#Angelo_MM #Isabella_MM,42,
w,,2.4.53,I,fs-mm-0165600,,#pns,i,,,,2,4,#Angelo_MM #Isabella_MM,42,#Angelo_MM
c,,, ,,,,,,,,2,4,#Angelo_MM #Isabella_MM,42,
w,,2.4.53,shall,fs-mm-0165620,,#vmb,shall,,,,2,4,#Angelo_MM #Isabella_MM,42,#Angelo_MM
c,,, ,,,,,,,,2,4,#Angelo_MM #Isabella_MM,42,
w,,2.4.53,pose,fs-mm-0165640,,#vvi,pose,,,,2,4,#Angelo_MM #Isabella_MM,42,#Angelo_MM
c,,, ,,,,,,,,2,4,#Angelo_MM #Isabella_MM,42,
w,,2.4.53,you,fs-mm-0165660,,#pn,you,,,,2,4,#Angelo_MM #Isabella_MM,42,#Angelo_MM
c,,, ,,,,,,,,2,4,#Angelo_MM #Isabella_MM,42,
w,,2.4.53,quickly,fs-mm-0165680,,#av_j,quick,,,,2,4,#Angelo_MM #Isabella_MM,42,#Angelo_MM
pc,,2.4.53,:,fs-mm-0165690,,,,,,,2,4,#Angelo_MM #Isabella_MM,42,#Angelo_MM
l,,2.4.54,,ftln-1061,,,,,,,2,4,#Angelo_MM #Isabella_MM,42,#Angelo_MM
w,,2.4.54,Which,fs-mm-0165700,,#crq-r,which,,,,2,4,#Angelo_MM #Isabella_MM,42,#Angelo_MM
c,,, ,,,,,,,,2,4,#Angelo_MM #Isabella_MM,42,
w,,2.4.54,had,fs-mm-0165720,,#vvd,have,,,,2,4,#Angelo_MM #Isabella_MM,42,#Angelo_MM
c,,, ,,,,,,,,2,4,#Angelo_MM #Isabella_MM,42,
w,,2.4.54,you,fs-mm-0165740,,#pn,you,,,,2,4,#Angelo_MM #Isabella_MM,42,#Angelo_MM
c,,, ,,,,,,,,2,4,#Angelo_MM #Isabella_MM,42,
w,,2.4.54,rather,fs-mm-0165760,,#av-c,rather,,,,2,4,#Angelo_MM #Isabella_MM,42,#Angelo_MM
pc,,2.4.54,",",fs-mm-0165770,,,,,,,2,4,#Angelo_MM #Isabella_MM,42,#Angelo_MM
c,,, ,,,,,,,,2,4,#Angelo_MM #Isabella_MM,42,
w,,2.4.54,that,fs-mm-0165790,,#cs,that,,,,2,4,#Angelo_MM #Isabella_MM,42,#Angelo_MM
c,,, ,,,,,,,,2,4,#Angelo_MM #Isabella_MM,42,
w,,2.4.54,the,fs-mm-0165810,,#d,the,,,,2,4,#Angelo_MM #Isabella_MM,42,#Angelo_MM
c,,, ,,,,,,,,2,4,#Angelo_MM #Isabella_MM,42,
w,,2.4.54,most,fs-mm-0165830,,#av-s_d,most,,,,2,4,#Angelo_MM #Isabella_MM,42,#Angelo_MM
c,,, ,,,,,,,,2,4,#Angelo_MM #Isabella_MM,42,
w,,2.4.54,just,fs-mm-0165850,,#j,just,,,,2,4,#Angelo_MM #Isabella_MM,42,#Angelo_MM
c,,, ,,,,,,,,2,4,#Angelo_MM #Isabella_MM,42,
w,,2.4.54,law,fs-mm-0165870,,#n1,law,,,,2,4,#Angelo_MM #Isabella_MM,42,#Angelo_MM
l,,2.4.55,,ftln-1062,,,,,,,2,4,#Angelo_MM #Isabella_MM,42,#Angelo_MM
w,,2.4.55,Now,fs-mm-0165880,,#av,now,,,,2,4,#Angelo_MM #Isabella_MM,42,#Angelo_MM
c,,, ,,,,,,,,2,4,#Angelo_MM #Isabella_MM,42,
w,,2.4.55,took,fs-mm-0165900,,#vvd,take,,,,2,4,#Angelo_MM #Isabella_MM,42,#Angelo_MM
c,,, ,,,,,,,,2,4,#Angelo_MM #Isabella_MM,42,
w,,2.4.55,your,fs-mm-0165920,,#po,your,,,,2,4,#Angelo_MM #Isabella_MM,42,#Angelo_MM
c,,, ,,,,,,,,2,4,#Angelo_MM #Isabella_MM,42,
w,,2.4.55,brother’s,fs-mm-0165940,,#n1g,brother,,,,2,4,#Angelo_MM #Isabella_MM,42,#Angelo_MM
c,,, ,,,,,,,,2,4,#Angelo_MM #Isabella_MM,42,
w,,2.4.55,life,fs-mm-0165960,,#n1,life,,,,2,4,#Angelo_MM #Isabella_MM,42,#Angelo_MM
pc,,2.4.55,",",fs-mm-0165970,,,,,,,2,4,#Angelo_MM #Isabella_MM,42,#Angelo_MM
c,,, ,,,,,,,,2,4,#Angelo_MM #Isabella_MM,42,
w,,2.4.55,or,fs-mm-0165990,,#cc,or,,,,2,4,#Angelo_MM #Isabella_MM,42,#Angelo_MM
pc,,2.4.55,",",fs-mm-0166000,,,,,,,2,4,#Angelo_MM #Isabella_MM,42,#Angelo_MM
c,,, ,,,,,,,,2,4,#Angelo_MM #Isabella_MM,42,
w,,2.4.55,to,fs-mm-0166020,,#acp-cs,to,,,,2,4,#Angelo_MM #Isabella_MM,42,#Angelo_MM
c,,, ,,,,,,,,2,4,#Angelo_MM #Isabella_MM,42,
w,,2.4.55,redeem,fs-mm-0166040,,#vvi,redeem,,,,2,4,#Angelo_MM #Isabella_MM,42,#Angelo_MM
c,,, ,,,,,,,,2,4,#Angelo_MM #Isabella_MM,42,
w,,2.4.55,him,fs-mm-0166060,,#pno,he,,,,2,4,#Angelo_MM #Isabella_MM,42,#Angelo_MM
pc,,2.4.55,",",fs-mm-0166070,,,,,,,2,4,#Angelo_MM #Isabella_MM,42,#Angelo_MM
l,,2.4.56,,ftln-1063,,,,,,,2,4,#Angelo_MM #Isabella_MM,42,#Angelo_MM
w,,2.4.56,Give,fs-mm-0166080,,#vvb,give,,,,2,4,#Angelo_MM #Isabella_MM,42,#Angelo_MM
c,,, ,,,,,,,,2,4,#Angelo_MM #Isabella_MM,42,
w,,2.4.56,up,fs-mm-0166100,,#acp-av,up,,,,2,4,#Angelo_MM #Isabella_MM,42,#Angelo_MM
c,,, ,,,,,,,,2,4,#Angelo_MM #Isabella_MM,42,
w,,2.4.56,your,fs-mm-0166120,,#po,your,,,,2,4,#Angelo_MM #Isabella_MM,42,#Angelo_MM
c,,, ,,,,,,,,2,4,#Angelo_MM #Isabella_MM,42,
w,,2.4.56,body,fs-mm-0166140,,#n1,body,,,,2,4,#Angelo_MM #Isabella_MM,42,#Angelo_MM
c,,, ,,,,,,,,2,4,#Angelo_MM #Isabella_MM,42,
w,,2.4.56,to,fs-mm-0166160,,#acp-p,to,,,,2,4,#Angelo_MM #Isabella_MM,42,#Angelo_MM
c,,, ,,,,,,,,2,4,#Angelo_MM #Isabella_MM,42,
w,,2.4.56,such,fs-mm-0166180,,#d,such,,,,2,4,#Angelo_MM #Isabella_MM,42,#Angelo_MM
c,,, ,,,,,,,,2,4,#Angelo_MM #Isabella_MM,42,
w,,2.4.56,sweet,fs-mm-0166200,,#j,sweet,,,,2,4,#Angelo_MM #Isabella_MM,42,#Angelo_MM
c,,, ,,,,,,,,2,4,#Angelo_MM #Isabella_MM,42,
w,,2.4.56,uncleanness,fs-mm-0166220,,#n1,uncleanness,,,,2,4,#Angelo_MM #Isabella_MM,42,#Angelo_MM
l,,2.4.57,,ftln-1064,,,,I,,,2,4,#Angelo_MM #Isabella_MM,42,#Angelo_MM
w,,2.4.57,As,fs-mm-0166230,,#acp-cs,as,,,,2,4,#Angelo_MM #Isabella_MM,42,#Angelo_MM
c,,, ,,,,,,,,2,4,#Angelo_MM #Isabella_MM,42,
w,,2.4.57,she,fs-mm-0166250,,#pns,she,,,,2,4,#Angelo_MM #Isabella_MM,42,#Angelo_MM
c,,, ,,,,,,,,2,4,#Angelo_MM #Isabella_MM,42,
w,,2.4.57,that,fs-mm-0166270,,#cs,that,,,,2,4,#Angelo_MM #Isabella_MM,42,#Angelo_MM
c,,, ,,,,,,,,2,4,#Angelo_MM #Isabella_MM,42,
w,,2.4.57,he,fs-mm-0166290,,#pns,he,,,,2,4,#Angelo_MM #Isabella_MM,42,#Angelo_MM
c,,, ,,,,,,,,2,4,#Angelo_MM #Isabella_MM,42,
w,,2.4.57,hath,fs-mm-0166310,,#vvz,have,,,,2,4,#Angelo_MM #Isabella_MM,42,#Angelo_MM
c,,, ,,,,,,,,2,4,#Angelo_MM #Isabella_MM,42,
w,,2.4.57,stained,fs-mm-0166330,,#vvn,stain,,,,2,4,#Angelo_MM #Isabella_MM,42,#Angelo_MM
pc,,2.4.57,?,fs-mm-0166340,,,,,,,2,4,#Angelo_MM #Isabella_MM,42,#Angelo_MM
sp,,,,sp-1065,{'#Isabella_MM'},,,,,,2,4,#Angelo_MM #Isabella_MM,42,#Isabella_MM
l,,2.4.58,,ftln-1065,,,,F,,,2,4,#Angelo_MM #Isabella_MM,42,#Isabella_MM
w,,2.4.58,Sir,fs-mm-0166360,,#n1,sir,,,,2,4,#Angelo_MM #Isabella_MM,42,#Isabella_MM
pc,,2.4.58,",",fs-mm-0166370,,,,,,,2,4,#Angelo_MM #Isabella_MM,42,#Isabella_MM
c,,, ,,,,,,,,2,4,#Angelo_MM #Isabella_MM,42,
w,,2.4.58,believe,fs-mm-0166390,,#vvb,believe,,,,2,4,#Angelo_MM #Isabella_MM,42,#Isabella_MM
c,,, ,,,,,,,,2,4,#Angelo_MM #Isabella_MM,42,
w,,2.4.58,this,fs-mm-0166410,,#d,this,,,,2,4,#Angelo_MM #Isabella_MM,42,#Isabella_MM
pc,,2.4.58,:,fs-mm-0166420,,,,,,,2,4,#Angelo_MM #Isabella_MM,42,#Isabella_MM
