tag,type,n,text,xml:id,who,lemma,ana,rendition,part,act,scene,onstage,stagegroup_raw,speaker
w,,1.3.42,She,fs-wiv-0058920,,she,#pns,,,1,3,#Falstaff_1H4 #Nym_H5 #Pistol_2H4 #Robin_Wiv,18,#Falstaff_1H4
lb,,1.3.43,,ftln-0363,,,,,,1,3,#Falstaff_1H4 #Nym_H5 #Pistol_2H4 #Robin_Wiv,18,#Falstaff_1H4
w,,1.3.43,discourses,fs-wiv-0058930,,discourse,#vvz,,,1,3,#Falstaff_1H4 #Nym_H5 #Pistol_2H4 #Robin_Wiv,18,#Falstaff_1H4
pc,,1.3.43,;,fs-wiv-0058940,,,,,,1,3,#Falstaff_1H4 #Nym_H5 #Pistol_2H4 #Robin_Wiv,18,#Falstaff_1H4
c,,, ,,,,,,,1,3,#Falstaff_1H4 #Nym_H5 #Pistol_2H4 #Robin_Wiv,18,
w,,1.3.43,she,fs-wiv-0058960,,she,#pns,,,1,3,#Falstaff_1H4 #Nym_H5 #Pistol_2H4 #Robin_Wiv,18,#Falstaff_1H4
c,,, ,,,,,,,1,3,#Falstaff_1H4 #Nym_H5 #Pistol_2H4 #Robin_Wiv,18,
w,,1.3.43,carves,fs-wiv-0058980,,carve,#vvz,,,1,3,#Falstaff_1H4 #Nym_H5 #Pistol_2H4 #Robin_Wiv,18,#Falstaff_1H4
pc,,1.3.43,;,fs-wiv-0058990,,,,,,1,3,#Falstaff_1H4 #Nym_H5 #Pistol_2H4 #Robin_Wiv,18,#Falstaff_1H4
c,,, ,,,,,,,1,3,#Falstaff_1H4 #Nym_H5 #Pistol_2H4 #Robin_Wiv,18,
w,,1.3.43,she,fs-wiv-0059010,,she,#pns,,,1,3,#Falstaff_1H4 #Nym_H5 #Pistol_2H4 #Robin_Wiv,18,#Falstaff_1H4
c,,, ,,,,,,,1,3,#Falstaff_1H4 #Nym_H5 #Pistol_2H4 #Robin_Wiv,18,
w,,1.3.43,gives,fs-wiv-0059030,,give,#vvz,,,1,3,#Falstaff_1H4 #Nym_H5 #Pistol_2H4 #Robin_Wiv,18,#Falstaff_1H4
c,,, ,,,,,,,1,3,#Falstaff_1H4 #Nym_H5 #Pistol_2H4 #Robin_Wiv,18,
w,,1.3.43,the,fs-wiv-0059050,,the,#d,,,1,3,#Falstaff_1H4 #Nym_H5 #Pistol_2H4 #Robin_Wiv,18,#Falstaff_1H4
c,,, ,,,,,,,1,3,#Falstaff_1H4 #Nym_H5 #Pistol_2H4 #Robin_Wiv,18,
w,,1.3.43,leer,fs-wiv-0059070,,leer,#n1,,,1,3,#Falstaff_1H4 #Nym_H5 #Pistol_2H4 #Robin_Wiv,18,#Falstaff_1H4
c,,, ,,,,,,,1,3,#Falstaff_1H4 #Nym_H5 #Pistol_2H4 #Robin_Wiv,18,
w,,1.3.43,of,fs-wiv-0059090,,of,#acp-p,,,1,3,#Falstaff_1H4 #Nym_H5 #Pistol_2H4 #Robin_Wiv,18,#Falstaff_1H4
c,,, ,,,,,,,1,3,#Falstaff_1H4 #Nym_H5 #Pistol_2H4 #Robin_Wiv,18,
w,,1.3.43,invitation,fs-wiv-0059110,,invitation,#n1,,,1,3,#Falstaff_1H4 #Nym_H5 #Pistol_2H4 #Robin_Wiv,18,#Falstaff_1H4
pc,,1.3.43,.,fs-wiv-0059120,,,,,,1,3,#Falstaff_1H4 #Nym_H5 #Pistol_2H4 #Robin_Wiv,18,#Falstaff_1H4
lb,,1.3.44,,ftln-0364,,,,,,1,3,#Falstaff_1H4 #Nym_H5 #Pistol_2H4 #Robin_Wiv,18,#Falstaff_1H4
w,,1.3.44,I,fs-wiv-0059130,,i,#pns,,,1,3,#Falstaff_1H4 #Nym_H5 #Pistol_2H4 #Robin_Wiv,18,#Falstaff_1H4
c,,, ,,,,,,,1,3,#Falstaff_1H4 #Nym_H5 #Pistol_2H4 #Robin_Wiv,18,
w,,1.3.44,can,fs-wiv-0059150,,can,#vmb,,,1,3,#Falstaff_1H4 #Nym_H5 #Pistol_2H4 #Robin_Wiv,18,#Falstaff_1H4
c,,, ,,,,,,,1,3,#Falstaff_1H4 #Nym_H5 #Pistol_2H4 #Robin_Wiv,18,
w,,1.3.44,construe,fs-wiv-0059170,,construe,#vvi,,,1,3,#Falstaff_1H4 #Nym_H5 #Pistol_2H4 #Robin_Wiv,18,#Falstaff_1H4
c,,, ,,,,,,,1,3,#Falstaff_1H4 #Nym_H5 #Pistol_2H4 #Robin_Wiv,18,
w,,1.3.44,the,fs-wiv-0059190,,the,#d,,,1,3,#Falstaff_1H4 #Nym_H5 #Pistol_2H4 #Robin_Wiv,18,#Falstaff_1H4
c,,, ,,,,,,,1,3,#Falstaff_1H4 #Nym_H5 #Pistol_2H4 #Robin_Wiv,18,
w,,1.3.44,action,fs-wiv-0059210,,action,#n1,,,1,3,#Falstaff_1H4 #Nym_H5 #Pistol_2H4 #Robin_Wiv,18,#Falstaff_1H4
c,,, ,,,,,,,1,3,#Falstaff_1H4 #Nym_H5 #Pistol_2H4 #Robin_Wiv,18,
w,,1.3.44,of,fs-wiv-0059230,,of,#acp-p,,,1,3,#Falstaff_1H4 #Nym_H5 #Pistol_2H4 #Robin_Wiv,18,#Falstaff_1H4
c,,, ,,,,,,,1,3,#Falstaff_1H4 #Nym_H5 #Pistol_2H4 #Robin_Wiv,18,
w,,1.3.44,her,fs-wiv-0059250,,her,#po,,,1,3,#Falstaff_1H4 #Nym_H5 #Pistol_2H4 #Robin_Wiv,18,#Falstaff_1H4
c,,, ,,,,,,,1,3,#Falstaff_1H4 #Nym_H5 #Pistol_2H4 #Robin_Wiv,18,
w,,1.3.44,familiar,fs-wiv-0059270,,familiar,#j,,,1,3,#Falstaff_1H4 #Nym_H5 #Pistol_2H4 #Robin_Wiv,18,#Falstaff_1H4
c,,, ,,,,,,,1,3,#Falstaff_1H4 #Nym_H5 #Pistol_2H4 #Robin_Wiv,18,
w,,1.3.44,style,fs-wiv-0059290,,style,#n1,,,1,3,#Falstaff_1H4 #Nym_H5 #Pistol_2H4 #Robin_Wiv,18,#Falstaff_1H4
pc,,1.3.44,;,fs-wiv-0059300,,,,,,1,3,#Falstaff_1H4 #Nym_H5 #Pistol_2H4 #Robin_Wiv,18,#Falstaff_1H4
lb,,1.3.45,,ftln-0365,,,,,,1,3,#Falstaff_1H4 #Nym_H5 #Pistol_2H4 #Robin_Wiv,18,#Falstaff_1H4
w,,1.3.45,and,fs-wiv-0059310,,and,#cc,,,1,3,#Falstaff_1H4 #Nym_H5 #Pistol_2H4 #Robin_Wiv,18,#Falstaff_1H4
c,,, ,,,,,,,1,3,#Falstaff_1H4 #Nym_H5 #Pistol_2H4 #Robin_Wiv,18,
w,,1.3.45,the,fs-wiv-0059330,,the,#d,,,1,3,#Falstaff_1H4 #Nym_H5 #Pistol_2H4 #Robin_Wiv,18,#Falstaff_1H4
c,,, ,,,,,,,1,3,#Falstaff_1H4 #Nym_H5 #Pistol_2H4 #Robin_Wiv,18,
w,,1.3.45,hardest,fs-wiv-0059350,,hard,#j-s,,,1,3,#Falstaff_1H4 #Nym_H5 #Pistol_2H4 #Robin_Wiv,18,#Falstaff_1H4
c,,, ,,,,,,,1,3,#Falstaff_1H4 #Nym_H5 #Pistol_2H4 #Robin_Wiv,18,
w,,1.3.45,voice,fs-wiv-0059370,,voice,#n1,,,1,3,#Falstaff_1H4 #Nym_H5 #Pistol_2H4 #Robin_Wiv,18,#Falstaff_1H4
c,,, ,,,,,,,1,3,#Falstaff_1H4 #Nym_H5 #Pistol_2H4 #Robin_Wiv,18,
w,,1.3.45,of,fs-wiv-0059390,,of,#acp-p,,,1,3,#Falstaff_1H4 #Nym_H5 #Pistol_2H4 #Robin_Wiv,18,#Falstaff_1H4
c,,, ,,,,,,,1,3,#Falstaff_1H4 #Nym_H5 #Pistol_2H4 #Robin_Wiv,18,
w,,1.3.45,her,fs-wiv-0059410,,her,#po,,,1,3,#Falstaff_1H4 #Nym_H5 #Pistol_2H4 #Robin_Wiv,18,#Falstaff_1H4
c,,, ,,,,,,,1,3,#Falstaff_1H4 #Nym_H5 #Pistol_2H4 #Robin_Wiv,18,
w,,1.3.45,behavior,fs-wiv-0059430,,behaviour,#n1,,,1,3,#Falstaff_1H4 #Nym_H5 #Pistol_2H4 #Robin_Wiv,18,#Falstaff_1H4
pc,,1.3.45,",",fs-wiv-0059440,,,,,,1,3,#Falstaff_1H4 #Nym_H5 #Pistol_2H4 #Robin_Wiv,18,#Falstaff_1H4
c,,, ,,,,,,,1,3,#Falstaff_1H4 #Nym_H5 #Pistol_2H4 #Robin_Wiv,18,
w,,1.3.45,to,fs-wiv-0059460,,to,#acp-cs,,,1,3,#Falstaff_1H4 #Nym_H5 #Pistol_2H4 #Robin_Wiv,18,#Falstaff_1H4
c,,, ,,,,,,,1,3,#Falstaff_1H4 #Nym_H5 #Pistol_2H4 #Robin_Wiv,18,
w,,1.3.45,be,fs-wiv-0059480,,be,#vvi,,,1,3,#Falstaff_1H4 #Nym_H5 #Pistol_2H4 #Robin_Wiv,18,#Falstaff_1H4
c,,, ,,,,,,,1,3,#Falstaff_1H4 #Nym_H5 #Pistol_2H4 #Robin_Wiv,18,
w,,1.3.45,Englished,fs-wiv-0059500,,english,#vvn,,,1,3,#Falstaff_1H4 #Nym_H5 #Pistol_2H4 #Robin_Wiv,18,#Falstaff_1H4
lb,,1.3.46,,ftln-0366,,,,,,1,3,#Falstaff_1H4 #Nym_H5 #Pistol_2H4 #Robin_Wiv,18,#Falstaff_1H4
w,,1.3.46,rightly,fs-wiv-0059510,,right,#av_j,,,1,3,#Falstaff_1H4 #Nym_H5 #Pistol_2H4 #Robin_Wiv,18,#Falstaff_1H4
pc,,1.3.46,",",fs-wiv-0059520,,,,,,1,3,#Falstaff_1H4 #Nym_H5 #Pistol_2H4 #Robin_Wiv,18,#Falstaff_1H4
c,,, ,,,,,,,1,3,#Falstaff_1H4 #Nym_H5 #Pistol_2H4 #Robin_Wiv,18,
w,,1.3.46,is,fs-wiv-0059540,,be,#vvz,,,1,3,#Falstaff_1H4 #Nym_H5 #Pistol_2H4 #Robin_Wiv,18,#Falstaff_1H4
c,,, ,,,,,,,1,3,#Falstaff_1H4 #Nym_H5 #Pistol_2H4 #Robin_Wiv,18,
pc,,,“,fs-wiv--0014s,,,,,,1,3,#Falstaff_1H4 #Nym_H5 #Pistol_2H4 #Robin_Wiv,18,
w,,1.3.46,I,fs-wiv-0059560,,i,#pns,,,1,3,#Falstaff_1H4 #Nym_H5 #Pistol_2H4 #Robin_Wiv,18,#Falstaff_1H4
c,,, ,,,,,,,1,3,#Falstaff_1H4 #Nym_H5 #Pistol_2H4 #Robin_Wiv,18,
w,,1.3.46,am,fs-wiv-0059580,,be,#vvm,,,1,3,#Falstaff_1H4 #Nym_H5 #Pistol_2H4 #Robin_Wiv,18,#Falstaff_1H4
c,,, ,,,,,,,1,3,#Falstaff_1H4 #Nym_H5 #Pistol_2H4 #Robin_Wiv,18,
w,,1.3.46,Sir,fs-wiv-0059600,,sir,#n1,,,1,3,#Falstaff_1H4 #Nym_H5 #Pistol_2H4 #Robin_Wiv,18,#Falstaff_1H4
c,,, ,,,,,,,1,3,#Falstaff_1H4 #Nym_H5 #Pistol_2H4 #Robin_Wiv,18,
w,,1.3.46,John,fs-wiv-0059620,,John,#n1-nn,,,1,3,#Falstaff_1H4 #Nym_H5 #Pistol_2H4 #Robin_Wiv,18,#Falstaff_1H4
c,,, ,,,,,,,1,3,#Falstaff_1H4 #Nym_H5 #Pistol_2H4 #Robin_Wiv,18,
w,,1.3.46,Falstaff’s,fs-wiv-0059640,,Falstaff,#n1g-nn,,,1,3,#Falstaff_1H4 #Nym_H5 #Pistol_2H4 #Robin_Wiv,18,#Falstaff_1H4
pc,,1.3.46,.,fs-wiv-0059650,,,,,,1,3,#Falstaff_1H4 #Nym_H5 #Pistol_2H4 #Robin_Wiv,18,#Falstaff_1H4
pc,,,”,fs-wiv--0014e,,,,,,1,3,#Falstaff_1H4 #Nym_H5 #Pistol_2H4 #Robin_Wiv,18,
sp,,,,sp-0367,{'#Pistol_2H4'},,,,,1,3,#Falstaff_1H4 #Nym_H5 #Pistol_2H4 #Robin_Wiv,18,#Pistol_2H4
stage,delivery,SD 1.3.47,,stg-0367,,,,,,1,3,#Falstaff_1H4 #Nym_H5 #Pistol_2H4 #Robin_Wiv,18,#Pistol_2H4
pc,,SD 1.3.47,",",fs-wiv-0059670,,,,,,1,3,#Falstaff_1H4 #Nym_H5 #Pistol_2H4 #Robin_Wiv,18,#Pistol_2H4
c,,, ,,,,,,,1,3,#Falstaff_1H4 #Nym_H5 #Pistol_2H4 #Robin_Wiv,18,
w,,SD 1.3.47,aside,fs-wiv-0059690,,,,,,1,3,#Falstaff_1H4 #Nym_H5 #Pistol_2H4 #Robin_Wiv,18,#Pistol_2H4
c,,, ,,,,,,,1,3,#Falstaff_1H4 #Nym_H5 #Pistol_2H4 #Robin_Wiv,18,
w,,SD 1.3.47,to,fs-wiv-0059710,,,,,,1,3,#Falstaff_1H4 #Nym_H5 #Pistol_2H4 #Robin_Wiv,18,#Pistol_2H4
c,,, ,,,,,,,1,3,#Falstaff_1H4 #Nym_H5 #Pistol_2H4 #Robin_Wiv,18,
w,,SD 1.3.47,Nym,fs-wiv-0059730,,,,,,1,3,#Falstaff_1H4 #Nym_H5 #Pistol_2H4 #Robin_Wiv,18,#Pistol_2H4
p,,,,p-0367,,,,,,1,3,#Falstaff_1H4 #Nym_H5 #Pistol_2H4 #Robin_Wiv,18,
lb,,1.3.47,,ftln-0367,,,,,,1,3,#Falstaff_1H4 #Nym_H5 #Pistol_2H4 #Robin_Wiv,18,#Pistol_2H4
w,,1.3.47,He,fs-wiv-0059740,,he,#pns,,,1,3,#Falstaff_1H4 #Nym_H5 #Pistol_2H4 #Robin_Wiv,18,#Pistol_2H4
c,,, ,,,,,,,1,3,#Falstaff_1H4 #Nym_H5 #Pistol_2H4 #Robin_Wiv,18,
w,,1.3.47,hath,fs-wiv-0059760,,have,#vvz,,,1,3,#Falstaff_1H4 #Nym_H5 #Pistol_2H4 #Robin_Wiv,18,#Pistol_2H4
c,,, ,,,,,,,1,3,#Falstaff_1H4 #Nym_H5 #Pistol_2H4 #Robin_Wiv,18,
w,,1.3.47,studied,fs-wiv-0059780,,study,#vvn,,,1,3,#Falstaff_1H4 #Nym_H5 #Pistol_2H4 #Robin_Wiv,18,#Pistol_2H4
c,,, ,,,,,,,1,3,#Falstaff_1H4 #Nym_H5 #Pistol_2H4 #Robin_Wiv,18,
w,,1.3.47,her,fs-wiv-0059800,,she,#pno,,,1,3,#Falstaff_1H4 #Nym_H5 #Pistol_2H4 #Robin_Wiv,18,#Pistol_2H4
c,,, ,,,,,,,1,3,#Falstaff_1H4 #Nym_H5 #Pistol_2H4 #Robin_Wiv,18,
w,,1.3.47,will,fs-wiv-0059820,,will,#vmb,,,1,3,#Falstaff_1H4 #Nym_H5 #Pistol_2H4 #Robin_Wiv,18,#Pistol_2H4
c,,, ,,,,,,,1,3,#Falstaff_1H4 #Nym_H5 #Pistol_2H4 #Robin_Wiv,18,
w,,1.3.47,and,fs-wiv-0059840,,and,#cc,,,1,3,#Falstaff_1H4 #Nym_H5 #Pistol_2H4 #Robin_Wiv,18,#Pistol_2H4
lb,,1.3.48,,ftln-0368,,,,,,1,3,#Falstaff_1H4 #Nym_H5 #Pistol_2H4 #Robin_Wiv,18,#Pistol_2H4
w,,1.3.48,translated,fs-wiv-0059850,,translate,#vvn,,,1,3,#Falstaff_1H4 #Nym_H5 #Pistol_2H4 #Robin_Wiv,18,#Pistol_2H4
c,,, ,,,,,,,1,3,#Falstaff_1H4 #Nym_H5 #Pistol_2H4 #Robin_Wiv,18,
w,,1.3.48,her,fs-wiv-0059870,,her,#po,,,1,3,#Falstaff_1H4 #Nym_H5 #Pistol_2H4 #Robin_Wiv,18,#Pistol_2H4
c,,, ,,,,,,,1,3,#Falstaff_1H4 #Nym_H5 #Pistol_2H4 #Robin_Wiv,18,
w,,1.3.48,will,fs-wiv-0059890,,will,#n1,,,1,3,#Falstaff_1H4 #Nym_H5 #Pistol_2H4 #Robin_Wiv,18,#Pistol_2H4
pc,,1.3.48,—,fs-wiv-0059900,,,,,,1,3,#Falstaff_1H4 #Nym_H5 #Pistol_2H4 #Robin_Wiv,18,#Pistol_2H4
w,,1.3.48,out,fs-wiv-0059910,,out,#av,,,1,3,#Falstaff_1H4 #Nym_H5 #Pistol_2H4 #Robin_Wiv,18,#Pistol_2H4
c,,, ,,,,,,,1,3,#Falstaff_1H4 #Nym_H5 #Pistol_2H4 #Robin_Wiv,18,
w,,1.3.48,of,fs-wiv-0059930,,of,#acp-p,,,1,3,#Falstaff_1H4 #Nym_H5 #Pistol_2H4 #Robin_Wiv,18,#Pistol_2H4
c,,, ,,,,,,,1,3,#Falstaff_1H4 #Nym_H5 #Pistol_2H4 #Robin_Wiv,18,
w,,1.3.48,honesty,fs-wiv-0059950,,honesty,#n1,,,1,3,#Falstaff_1H4 #Nym_H5 #Pistol_2H4 #Robin_Wiv,18,#Pistol_2H4
c,,, ,,,,,,,1,3,#Falstaff_1H4 #Nym_H5 #Pistol_2H4 #Robin_Wiv,18,
w,,1.3.48,into,fs-wiv-0059970,,into,#acp-p,,,1,3,#Falstaff_1H4 #Nym_H5 #Pistol_2H4 #Robin_Wiv,18,#Pistol_2H4
c,,, ,,,,,,,1,3,#Falstaff_1H4 #Nym_H5 #Pistol_2H4 #Robin_Wiv,18,
w,,1.3.48,English,fs-wiv-0059990,,English,#j-nn,,,1,3,#Falstaff_1H4 #Nym_H5 #Pistol_2H4 #Robin_Wiv,18,#Pistol_2H4
pc,,1.3.48,.,fs-wiv-0060000,,,,,,1,3,#Falstaff_1H4 #Nym_H5 #Pistol_2H4 #Robin_Wiv,18,#Pistol_2H4
sp,,,,sp-0369,{'#Nym_H5'},,,,,1,3,#Falstaff_1H4 #Nym_H5 #Pistol_2H4 #Robin_Wiv,18,#Nym_H5
stage,delivery,SD 1.3.49,,stg-0369,,,,,,1,3,#Falstaff_1H4 #Nym_H5 #Pistol_2H4 #Robin_Wiv,18,#Nym_H5
pc,,SD 1.3.49,",",fs-wiv-0060020,,,,,,1,3,#Falstaff_1H4 #Nym_H5 #Pistol_2H4 #Robin_Wiv,18,#Nym_H5
c,,, ,,,,,,,1,3,#Falstaff_1H4 #Nym_H5 #Pistol_2H4 #Robin_Wiv,18,
w,,SD 1.3.49,aside,fs-wiv-0060040,,,,,,1,3,#Falstaff_1H4 #Nym_H5 #Pistol_2H4 #Robin_Wiv,18,#Nym_H5
c,,, ,,,,,,,1,3,#Falstaff_1H4 #Nym_H5 #Pistol_2H4 #Robin_Wiv,18,
w,,SD 1.3.49,to,fs-wiv-0060060,,,,,,1,3,#Falstaff_1H4 #Nym_H5 #Pistol_2H4 #Robin_Wiv,18,#Nym_H5
c,,, ,,,,,,,1,3,#Falstaff_1H4 #Nym_H5 #Pistol_2H4 #Robin_Wiv,18,
w,,SD 1.3.49,Pistol,fs-wiv-0060080,,,,,,1,3,#Falstaff_1H4 #Nym_H5 #Pistol_2H4 #Robin_Wiv,18,#Nym_H5
p,,,,p-0369,,,,,,1,3,#Falstaff_1H4 #Nym_H5 #Pistol_2H4 #Robin_Wiv,18,
lb,,1.3.49,,ftln-0369,,,,,,1,3,#Falstaff_1H4 #Nym_H5 #Pistol_2H4 #Robin_Wiv,18,#Nym_H5
w,,1.3.49,The,fs-wiv-0060090,,the,#d,,,1,3,#Falstaff_1H4 #Nym_H5 #Pistol_2H4 #Robin_Wiv,18,#Nym_H5
c,,, ,,,,,,,1,3,#Falstaff_1H4 #Nym_H5 #Pistol_2H4 #Robin_Wiv,18,
w,,1.3.49,anchor,fs-wiv-0060110,,anchor,#n1,,,1,3,#Falstaff_1H4 #Nym_H5 #Pistol_2H4 #Robin_Wiv,18,#Nym_H5
c,,, ,,,,,,,1,3,#Falstaff_1H4 #Nym_H5 #Pistol_2H4 #Robin_Wiv,18,
w,,1.3.49,is,fs-wiv-0060130,,be,#vvz,,,1,3,#Falstaff_1H4 #Nym_H5 #Pistol_2H4 #Robin_Wiv,18,#Nym_H5
c,,, ,,,,,,,1,3,#Falstaff_1H4 #Nym_H5 #Pistol_2H4 #Robin_Wiv,18,
w,,1.3.49,deep,fs-wiv-0060150,,deep,#j,,,1,3,#Falstaff_1H4 #Nym_H5 #Pistol_2H4 #Robin_Wiv,18,#Nym_H5
pc,,1.3.49,.,fs-wiv-0060160,,,,,,1,3,#Falstaff_1H4 #Nym_H5 #Pistol_2H4 #Robin_Wiv,18,#Nym_H5
c,,, ,,,,,,,1,3,#Falstaff_1H4 #Nym_H5 #Pistol_2H4 #Robin_Wiv,18,
w,,1.3.49,Will,fs-wiv-0060180,,will,#vmb,,,1,3,#Falstaff_1H4 #Nym_H5 #Pistol_2H4 #Robin_Wiv,18,#Nym_H5
c,,, ,,,,,,,1,3,#Falstaff_1H4 #Nym_H5 #Pistol_2H4 #Robin_Wiv,18,
w,,1.3.49,that,fs-wiv-0060200,,that,#d,,,1,3,#Falstaff_1H4 #Nym_H5 #Pistol_2H4 #Robin_Wiv,18,#Nym_H5
lb,,1.3.50,,ftln-0370,,,,,,1,3,#Falstaff_1H4 #Nym_H5 #Pistol_2H4 #Robin_Wiv,18,#Nym_H5
w,,1.3.50,humor,fs-wiv-0060210,,humour,#n1,,,1,3,#Falstaff_1H4 #Nym_H5 #Pistol_2H4 #Robin_Wiv,18,#Nym_H5
c,,, ,,,,,,,1,3,#Falstaff_1H4 #Nym_H5 #Pistol_2H4 #Robin_Wiv,18,
w,,1.3.50,pass,fs-wiv-0060230,,pass,#vvi,,,1,3,#Falstaff_1H4 #Nym_H5 #Pistol_2H4 #Robin_Wiv,18,#Nym_H5
pc,,1.3.50,?,fs-wiv-0060240,,,,,,1,3,#Falstaff_1H4 #Nym_H5 #Pistol_2H4 #Robin_Wiv,18,#Nym_H5
sp,,,,sp-0371,{'#Falstaff_1H4'},,,,,1,3,#Falstaff_1H4 #Nym_H5 #Pistol_2H4 #Robin_Wiv,18,#Falstaff_1H4
p,,,,p-0371,,,,,,1,3,#Falstaff_1H4 #Nym_H5 #Pistol_2H4 #Robin_Wiv,18,
lb,,1.3.51,,ftln-0371,,,,,,1,3,#Falstaff_1H4 #Nym_H5 #Pistol_2H4 #Robin_Wiv,18,#Falstaff_1H4
w,,1.3.51,Now,fs-wiv-0060260,,now,#av,,,1,3,#Falstaff_1H4 #Nym_H5 #Pistol_2H4 #Robin_Wiv,18,#Falstaff_1H4
pc,,1.3.51,",",fs-wiv-0060270,,,,,,1,3,#Falstaff_1H4 #Nym_H5 #Pistol_2H4 #Robin_Wiv,18,#Falstaff_1H4
c,,, ,,,,,,,1,3,#Falstaff_1H4 #Nym_H5 #Pistol_2H4 #Robin_Wiv,18,
w,,1.3.51,the,fs-wiv-0060290,,the,#d,,,1,3,#Falstaff_1H4 #Nym_H5 #Pistol_2H4 #Robin_Wiv,18,#Falstaff_1H4
c,,, ,,,,,,,1,3,#Falstaff_1H4 #Nym_H5 #Pistol_2H4 #Robin_Wiv,18,
w,,1.3.51,report,fs-wiv-0060310,,report,#n1,,,1,3,#Falstaff_1H4 #Nym_H5 #Pistol_2H4 #Robin_Wiv,18,#Falstaff_1H4
c,,, ,,,,,,,1,3,#Falstaff_1H4 #Nym_H5 #Pistol_2H4 #Robin_Wiv,18,
w,,1.3.51,goes,fs-wiv-0060330,,go,#vvz,,,1,3,#Falstaff_1H4 #Nym_H5 #Pistol_2H4 #Robin_Wiv,18,#Falstaff_1H4
pc,,1.3.51,",",fs-wiv-0060340,,,,,,1,3,#Falstaff_1H4 #Nym_H5 #Pistol_2H4 #Robin_Wiv,18,#Falstaff_1H4
c,,, ,,,,,,,1,3,#Falstaff_1H4 #Nym_H5 #Pistol_2H4 #Robin_Wiv,18,
w,,1.3.51,she,fs-wiv-0060360,,she,#pns,,,1,3,#Falstaff_1H4 #Nym_H5 #Pistol_2H4 #Robin_Wiv,18,#Falstaff_1H4
c,,, ,,,,,,,1,3,#Falstaff_1H4 #Nym_H5 #Pistol_2H4 #Robin_Wiv,18,
w,,1.3.51,has,fs-wiv-0060380,,have,#vvz,,,1,3,#Falstaff_1H4 #Nym_H5 #Pistol_2H4 #Robin_Wiv,18,#Falstaff_1H4
c,,, ,,,,,,,1,3,#Falstaff_1H4 #Nym_H5 #Pistol_2H4 #Robin_Wiv,18,
w,,1.3.51,all,fs-wiv-0060400,,all,#d,,,1,3,#Falstaff_1H4 #Nym_H5 #Pistol_2H4 #Robin_Wiv,18,#Falstaff_1H4
c,,, ,,,,,,,1,3,#Falstaff_1H4 #Nym_H5 #Pistol_2H4 #Robin_Wiv,18,
w,,1.3.51,the,fs-wiv-0060420,,the,#d,,,1,3,#Falstaff_1H4 #Nym_H5 #Pistol_2H4 #Robin_Wiv,18,#Falstaff_1H4
c,,, ,,,,,,,1,3,#Falstaff_1H4 #Nym_H5 #Pistol_2H4 #Robin_Wiv,18,
w,,1.3.51,rule,fs-wiv-0060440,,rule,#n1,,,1,3,#Falstaff_1H4 #Nym_H5 #Pistol_2H4 #Robin_Wiv,18,#Falstaff_1H4
c,,, ,,,,,,,1,3,#Falstaff_1H4 #Nym_H5 #Pistol_2H4 #Robin_Wiv,18,
w,,1.3.51,of,fs-wiv-0060460,,of,#acp-p,,,1,3,#Falstaff_1H4 #Nym_H5 #Pistol_2H4 #Robin_Wiv,18,#Falstaff_1H4
lb,,1.3.52,,ftln-0372,,,,,,1,3,#Falstaff_1H4 #Nym_H5 #Pistol_2H4 #Robin_Wiv,18,#Falstaff_1H4
w,,1.3.52,her,fs-wiv-0060470,,her,#po,,,1,3,#Falstaff_1H4 #Nym_H5 #Pistol_2H4 #Robin_Wiv,18,#Falstaff_1H4
c,,, ,,,,,,,1,3,#Falstaff_1H4 #Nym_H5 #Pistol_2H4 #Robin_Wiv,18,
w,,1.3.52,husband’s,fs-wiv-0060490,,husband,#n1g,,,1,3,#Falstaff_1H4 #Nym_H5 #Pistol_2H4 #Robin_Wiv,18,#Falstaff_1H4
c,,, ,,,,,,,1,3,#Falstaff_1H4 #Nym_H5 #Pistol_2H4 #Robin_Wiv,18,
w,,1.3.52,purse,fs-wiv-0060510,,purse,#n1,,,1,3,#Falstaff_1H4 #Nym_H5 #Pistol_2H4 #Robin_Wiv,18,#Falstaff_1H4
pc,,1.3.52,.,fs-wiv-0060520,,,,,,1,3,#Falstaff_1H4 #Nym_H5 #Pistol_2H4 #Robin_Wiv,18,#Falstaff_1H4
c,,, ,,,,,,,1,3,#Falstaff_1H4 #Nym_H5 #Pistol_2H4 #Robin_Wiv,18,
w,,1.3.52,He,fs-wiv-0060540,,he,#pns,,,1,3,#Falstaff_1H4 #Nym_H5 #Pistol_2H4 #Robin_Wiv,18,#Falstaff_1H4
c,,, ,,,,,,,1,3,#Falstaff_1H4 #Nym_H5 #Pistol_2H4 #Robin_Wiv,18,
w,,1.3.52,hath,fs-wiv-0060560,,have,#vvz,,,1,3,#Falstaff_1H4 #Nym_H5 #Pistol_2H4 #Robin_Wiv,18,#Falstaff_1H4
c,,, ,,,,,,,1,3,#Falstaff_1H4 #Nym_H5 #Pistol_2H4 #Robin_Wiv,18,
w,,1.3.52,a,fs-wiv-0060580,,a,#d,,,1,3,#Falstaff_1H4 #Nym_H5 #Pistol_2H4 #Robin_Wiv,18,#Falstaff_1H4
c,,, ,,,,,,,1,3,#Falstaff_1H4 #Nym_H5 #Pistol_2H4 #Robin_Wiv,18,
