tag,type,n,text,xml:id,who,ana,rendition,lemma,part,act,scene,onstage,stagegroup_raw,speaker
w,,2.2.5,and,fs-tit-0109920,,#cc,,and,,2,2,#Lucius_Tit #Marcus_Tit #Martius_Tit #Quintus_Tit #Titus_Tit,26,#Titus_Tit
c,,, ,,,,,,,2,2,#Lucius_Tit #Marcus_Tit #Martius_Tit #Quintus_Tit #Titus_Tit,26,
w,,2.2.5,ring,fs-tit-0109940,,#vvb,,ring,,2,2,#Lucius_Tit #Marcus_Tit #Martius_Tit #Quintus_Tit #Titus_Tit,26,#Titus_Tit
c,,, ,,,,,,,2,2,#Lucius_Tit #Marcus_Tit #Martius_Tit #Quintus_Tit #Titus_Tit,26,
w,,2.2.5,a,fs-tit-0109960,,#d,,a,,2,2,#Lucius_Tit #Marcus_Tit #Martius_Tit #Quintus_Tit #Titus_Tit,26,#Titus_Tit
c,,, ,,,,,,,2,2,#Lucius_Tit #Marcus_Tit #Martius_Tit #Quintus_Tit #Titus_Tit,26,
w,,2.2.5,hunter’s,fs-tit-0109980,,#n1g,,hunter,,2,2,#Lucius_Tit #Marcus_Tit #Martius_Tit #Quintus_Tit #Titus_Tit,26,#Titus_Tit
c,,, ,,,,,,,2,2,#Lucius_Tit #Marcus_Tit #Martius_Tit #Quintus_Tit #Titus_Tit,26,
w,,2.2.5,peal,fs-tit-0110000,,#n1,,peal,,2,2,#Lucius_Tit #Marcus_Tit #Martius_Tit #Quintus_Tit #Titus_Tit,26,#Titus_Tit
pc,,2.2.5,",",fs-tit-0110010,,,,,,2,2,#Lucius_Tit #Marcus_Tit #Martius_Tit #Quintus_Tit #Titus_Tit,26,#Titus_Tit
l,,2.2.6,,ftln-0654,,,,,,2,2,#Lucius_Tit #Marcus_Tit #Martius_Tit #Quintus_Tit #Titus_Tit,26,#Titus_Tit
w,,2.2.6,That,fs-tit-0110020,,#cs,,that,,2,2,#Lucius_Tit #Marcus_Tit #Martius_Tit #Quintus_Tit #Titus_Tit,26,#Titus_Tit
c,,, ,,,,,,,2,2,#Lucius_Tit #Marcus_Tit #Martius_Tit #Quintus_Tit #Titus_Tit,26,
w,,2.2.6,all,fs-tit-0110040,,#d,,all,,2,2,#Lucius_Tit #Marcus_Tit #Martius_Tit #Quintus_Tit #Titus_Tit,26,#Titus_Tit
c,,, ,,,,,,,2,2,#Lucius_Tit #Marcus_Tit #Martius_Tit #Quintus_Tit #Titus_Tit,26,
w,,2.2.6,the,fs-tit-0110060,,#d,,the,,2,2,#Lucius_Tit #Marcus_Tit #Martius_Tit #Quintus_Tit #Titus_Tit,26,#Titus_Tit
c,,, ,,,,,,,2,2,#Lucius_Tit #Marcus_Tit #Martius_Tit #Quintus_Tit #Titus_Tit,26,
w,,2.2.6,court,fs-tit-0110080,,#n1,,court,,2,2,#Lucius_Tit #Marcus_Tit #Martius_Tit #Quintus_Tit #Titus_Tit,26,#Titus_Tit
c,,, ,,,,,,,2,2,#Lucius_Tit #Marcus_Tit #Martius_Tit #Quintus_Tit #Titus_Tit,26,
w,,2.2.6,may,fs-tit-0110100,,#vmb,,may,,2,2,#Lucius_Tit #Marcus_Tit #Martius_Tit #Quintus_Tit #Titus_Tit,26,#Titus_Tit
c,,, ,,,,,,,2,2,#Lucius_Tit #Marcus_Tit #Martius_Tit #Quintus_Tit #Titus_Tit,26,
w,,2.2.6,echo,fs-tit-0110120,,#vvi,,echo,,2,2,#Lucius_Tit #Marcus_Tit #Martius_Tit #Quintus_Tit #Titus_Tit,26,#Titus_Tit
c,,, ,,,,,,,2,2,#Lucius_Tit #Marcus_Tit #Martius_Tit #Quintus_Tit #Titus_Tit,26,
w,,2.2.6,with,fs-tit-0110140,,#acp-p,,with,,2,2,#Lucius_Tit #Marcus_Tit #Martius_Tit #Quintus_Tit #Titus_Tit,26,#Titus_Tit
c,,, ,,,,,,,2,2,#Lucius_Tit #Marcus_Tit #Martius_Tit #Quintus_Tit #Titus_Tit,26,
w,,2.2.6,the,fs-tit-0110160,,#d,,the,,2,2,#Lucius_Tit #Marcus_Tit #Martius_Tit #Quintus_Tit #Titus_Tit,26,#Titus_Tit
c,,, ,,,,,,,2,2,#Lucius_Tit #Marcus_Tit #Martius_Tit #Quintus_Tit #Titus_Tit,26,
w,,2.2.6,noise,fs-tit-0110180,,#n1,,noise,,2,2,#Lucius_Tit #Marcus_Tit #Martius_Tit #Quintus_Tit #Titus_Tit,26,#Titus_Tit
pc,,2.2.6,.,fs-tit-0110190,,,,,,2,2,#Lucius_Tit #Marcus_Tit #Martius_Tit #Quintus_Tit #Titus_Tit,26,#Titus_Tit
l,,2.2.7,,ftln-0655,,,,,,2,2,#Lucius_Tit #Marcus_Tit #Martius_Tit #Quintus_Tit #Titus_Tit,26,#Titus_Tit
w,,2.2.7,Sons,fs-tit-0110200,,#n2,,son,,2,2,#Lucius_Tit #Marcus_Tit #Martius_Tit #Quintus_Tit #Titus_Tit,26,#Titus_Tit
pc,,2.2.7,",",fs-tit-0110210,,,,,,2,2,#Lucius_Tit #Marcus_Tit #Martius_Tit #Quintus_Tit #Titus_Tit,26,#Titus_Tit
c,,, ,,,,,,,2,2,#Lucius_Tit #Marcus_Tit #Martius_Tit #Quintus_Tit #Titus_Tit,26,
w,,2.2.7,let,fs-tit-0110230,,#vvb,,let,,2,2,#Lucius_Tit #Marcus_Tit #Martius_Tit #Quintus_Tit #Titus_Tit,26,#Titus_Tit
c,,, ,,,,,,,2,2,#Lucius_Tit #Marcus_Tit #Martius_Tit #Quintus_Tit #Titus_Tit,26,
w,,2.2.7,it,fs-tit-0110250,,#pn,,it,,2,2,#Lucius_Tit #Marcus_Tit #Martius_Tit #Quintus_Tit #Titus_Tit,26,#Titus_Tit
c,,, ,,,,,,,2,2,#Lucius_Tit #Marcus_Tit #Martius_Tit #Quintus_Tit #Titus_Tit,26,
w,,2.2.7,be,fs-tit-0110270,,#vvi,,be,,2,2,#Lucius_Tit #Marcus_Tit #Martius_Tit #Quintus_Tit #Titus_Tit,26,#Titus_Tit
c,,, ,,,,,,,2,2,#Lucius_Tit #Marcus_Tit #Martius_Tit #Quintus_Tit #Titus_Tit,26,
w,,2.2.7,your,fs-tit-0110290,,#po,,your,,2,2,#Lucius_Tit #Marcus_Tit #Martius_Tit #Quintus_Tit #Titus_Tit,26,#Titus_Tit
c,,, ,,,,,,,2,2,#Lucius_Tit #Marcus_Tit #Martius_Tit #Quintus_Tit #Titus_Tit,26,
w,,2.2.7,charge,fs-tit-0110310,,#n1,,charge,,2,2,#Lucius_Tit #Marcus_Tit #Martius_Tit #Quintus_Tit #Titus_Tit,26,#Titus_Tit
pc,,2.2.7,",",fs-tit-0110320,,,,,,2,2,#Lucius_Tit #Marcus_Tit #Martius_Tit #Quintus_Tit #Titus_Tit,26,#Titus_Tit
c,,, ,,,,,,,2,2,#Lucius_Tit #Marcus_Tit #Martius_Tit #Quintus_Tit #Titus_Tit,26,
w,,2.2.7,as,fs-tit-0110340,,#acp-cs,,as,,2,2,#Lucius_Tit #Marcus_Tit #Martius_Tit #Quintus_Tit #Titus_Tit,26,#Titus_Tit
c,,, ,,,,,,,2,2,#Lucius_Tit #Marcus_Tit #Martius_Tit #Quintus_Tit #Titus_Tit,26,
w,,2.2.7,it,fs-tit-0110360,,#pn,,it,,2,2,#Lucius_Tit #Marcus_Tit #Martius_Tit #Quintus_Tit #Titus_Tit,26,#Titus_Tit
c,,, ,,,,,,,2,2,#Lucius_Tit #Marcus_Tit #Martius_Tit #Quintus_Tit #Titus_Tit,26,
w,,2.2.7,is,fs-tit-0110380,,#vvz,,be,,2,2,#Lucius_Tit #Marcus_Tit #Martius_Tit #Quintus_Tit #Titus_Tit,26,#Titus_Tit
c,,, ,,,,,,,2,2,#Lucius_Tit #Marcus_Tit #Martius_Tit #Quintus_Tit #Titus_Tit,26,
w,,2.2.7,ours,fs-tit-0110400,,#png,,we,,2,2,#Lucius_Tit #Marcus_Tit #Martius_Tit #Quintus_Tit #Titus_Tit,26,#Titus_Tit
pc,,2.2.7,",",fs-tit-0110410,,,,,,2,2,#Lucius_Tit #Marcus_Tit #Martius_Tit #Quintus_Tit #Titus_Tit,26,#Titus_Tit
l,,2.2.8,,ftln-0656,,,,,,2,2,#Lucius_Tit #Marcus_Tit #Martius_Tit #Quintus_Tit #Titus_Tit,26,#Titus_Tit
w,,2.2.8,To,fs-tit-0110420,,#acp-cs,,to,,2,2,#Lucius_Tit #Marcus_Tit #Martius_Tit #Quintus_Tit #Titus_Tit,26,#Titus_Tit
c,,, ,,,,,,,2,2,#Lucius_Tit #Marcus_Tit #Martius_Tit #Quintus_Tit #Titus_Tit,26,
w,,2.2.8,attend,fs-tit-0110440,,#vvi,,attend,,2,2,#Lucius_Tit #Marcus_Tit #Martius_Tit #Quintus_Tit #Titus_Tit,26,#Titus_Tit
c,,, ,,,,,,,2,2,#Lucius_Tit #Marcus_Tit #Martius_Tit #Quintus_Tit #Titus_Tit,26,
w,,2.2.8,the,fs-tit-0110460,,#d,,the,,2,2,#Lucius_Tit #Marcus_Tit #Martius_Tit #Quintus_Tit #Titus_Tit,26,#Titus_Tit
c,,, ,,,,,,,2,2,#Lucius_Tit #Marcus_Tit #Martius_Tit #Quintus_Tit #Titus_Tit,26,
w,,2.2.8,Emperor’s,fs-tit-0110480,,#n1g,,emperor,,2,2,#Lucius_Tit #Marcus_Tit #Martius_Tit #Quintus_Tit #Titus_Tit,26,#Titus_Tit
c,,, ,,,,,,,2,2,#Lucius_Tit #Marcus_Tit #Martius_Tit #Quintus_Tit #Titus_Tit,26,
w,,2.2.8,person,fs-tit-0110500,,#n1,,person,,2,2,#Lucius_Tit #Marcus_Tit #Martius_Tit #Quintus_Tit #Titus_Tit,26,#Titus_Tit
c,,, ,,,,,,,2,2,#Lucius_Tit #Marcus_Tit #Martius_Tit #Quintus_Tit #Titus_Tit,26,
w,,2.2.8,carefully,fs-tit-0110520,,#av_j,,careful,,2,2,#Lucius_Tit #Marcus_Tit #Martius_Tit #Quintus_Tit #Titus_Tit,26,#Titus_Tit
pc,,2.2.8,.,fs-tit-0110530,,,,,,2,2,#Lucius_Tit #Marcus_Tit #Martius_Tit #Quintus_Tit #Titus_Tit,26,#Titus_Tit
l,,2.2.9,,ftln-0657,,,,,,2,2,#Lucius_Tit #Marcus_Tit #Martius_Tit #Quintus_Tit #Titus_Tit,26,#Titus_Tit
w,,2.2.9,I,fs-tit-0110540,,#pns,,i,,2,2,#Lucius_Tit #Marcus_Tit #Martius_Tit #Quintus_Tit #Titus_Tit,26,#Titus_Tit
c,,, ,,,,,,,2,2,#Lucius_Tit #Marcus_Tit #Martius_Tit #Quintus_Tit #Titus_Tit,26,
w,,2.2.9,have,fs-tit-0110560,,#vvb,,have,,2,2,#Lucius_Tit #Marcus_Tit #Martius_Tit #Quintus_Tit #Titus_Tit,26,#Titus_Tit
c,,, ,,,,,,,2,2,#Lucius_Tit #Marcus_Tit #Martius_Tit #Quintus_Tit #Titus_Tit,26,
w,,2.2.9,been,fs-tit-0110580,,#vvn,,be,,2,2,#Lucius_Tit #Marcus_Tit #Martius_Tit #Quintus_Tit #Titus_Tit,26,#Titus_Tit
c,,, ,,,,,,,2,2,#Lucius_Tit #Marcus_Tit #Martius_Tit #Quintus_Tit #Titus_Tit,26,
w,,2.2.9,troubled,fs-tit-0110600,,#vvn,,trouble,,2,2,#Lucius_Tit #Marcus_Tit #Martius_Tit #Quintus_Tit #Titus_Tit,26,#Titus_Tit
c,,, ,,,,,,,2,2,#Lucius_Tit #Marcus_Tit #Martius_Tit #Quintus_Tit #Titus_Tit,26,
w,,2.2.9,in,fs-tit-0110620,,#acp-p,,in,,2,2,#Lucius_Tit #Marcus_Tit #Martius_Tit #Quintus_Tit #Titus_Tit,26,#Titus_Tit
c,,, ,,,,,,,2,2,#Lucius_Tit #Marcus_Tit #Martius_Tit #Quintus_Tit #Titus_Tit,26,
w,,2.2.9,my,fs-tit-0110640,,#po,,my,,2,2,#Lucius_Tit #Marcus_Tit #Martius_Tit #Quintus_Tit #Titus_Tit,26,#Titus_Tit
c,,, ,,,,,,,2,2,#Lucius_Tit #Marcus_Tit #Martius_Tit #Quintus_Tit #Titus_Tit,26,
w,,2.2.9,sleep,fs-tit-0110660,,#n1,,sleep,,2,2,#Lucius_Tit #Marcus_Tit #Martius_Tit #Quintus_Tit #Titus_Tit,26,#Titus_Tit
c,,, ,,,,,,,2,2,#Lucius_Tit #Marcus_Tit #Martius_Tit #Quintus_Tit #Titus_Tit,26,
w,,2.2.9,this,fs-tit-0110680,,#d,,this,,2,2,#Lucius_Tit #Marcus_Tit #Martius_Tit #Quintus_Tit #Titus_Tit,26,#Titus_Tit
c,,, ,,,,,,,2,2,#Lucius_Tit #Marcus_Tit #Martius_Tit #Quintus_Tit #Titus_Tit,26,
w,,2.2.9,night,fs-tit-0110700,,#n1,,night,,2,2,#Lucius_Tit #Marcus_Tit #Martius_Tit #Quintus_Tit #Titus_Tit,26,#Titus_Tit
pc,,2.2.9,",",fs-tit-0110710,,,,,,2,2,#Lucius_Tit #Marcus_Tit #Martius_Tit #Quintus_Tit #Titus_Tit,26,#Titus_Tit
l,,2.2.10,,ftln-0658,,,,,,2,2,#Lucius_Tit #Marcus_Tit #Martius_Tit #Quintus_Tit #Titus_Tit,26,#Titus_Tit
w,,2.2.10,But,fs-tit-0110720,,#acp-cc,,but,,2,2,#Lucius_Tit #Marcus_Tit #Martius_Tit #Quintus_Tit #Titus_Tit,26,#Titus_Tit
c,,, ,,,,,,,2,2,#Lucius_Tit #Marcus_Tit #Martius_Tit #Quintus_Tit #Titus_Tit,26,
w,,2.2.10,dawning,fs-tit-0110740,,#j_vg,,dawn,,2,2,#Lucius_Tit #Marcus_Tit #Martius_Tit #Quintus_Tit #Titus_Tit,26,#Titus_Tit
c,,, ,,,,,,,2,2,#Lucius_Tit #Marcus_Tit #Martius_Tit #Quintus_Tit #Titus_Tit,26,
w,,2.2.10,day,fs-tit-0110760,,#n1,,day,,2,2,#Lucius_Tit #Marcus_Tit #Martius_Tit #Quintus_Tit #Titus_Tit,26,#Titus_Tit
c,,, ,,,,,,,2,2,#Lucius_Tit #Marcus_Tit #Martius_Tit #Quintus_Tit #Titus_Tit,26,
w,,2.2.10,new,fs-tit-0110780,,#j,,new,,2,2,#Lucius_Tit #Marcus_Tit #Martius_Tit #Quintus_Tit #Titus_Tit,26,#Titus_Tit
c,,, ,,,,,,,2,2,#Lucius_Tit #Marcus_Tit #Martius_Tit #Quintus_Tit #Titus_Tit,26,
w,,2.2.10,comfort,fs-tit-0110800,,#n1,,comfort,,2,2,#Lucius_Tit #Marcus_Tit #Martius_Tit #Quintus_Tit #Titus_Tit,26,#Titus_Tit
c,,, ,,,,,,,2,2,#Lucius_Tit #Marcus_Tit #Martius_Tit #Quintus_Tit #Titus_Tit,26,
w,,2.2.10,hath,fs-tit-0110820,,#vvz,,have,,2,2,#Lucius_Tit #Marcus_Tit #Martius_Tit #Quintus_Tit #Titus_Tit,26,#Titus_Tit
c,,, ,,,,,,,2,2,#Lucius_Tit #Marcus_Tit #Martius_Tit #Quintus_Tit #Titus_Tit,26,
w,,2.2.10,inspired,fs-tit-0110840,,#vvn,,inspire,,2,2,#Lucius_Tit #Marcus_Tit #Martius_Tit #Quintus_Tit #Titus_Tit,26,#Titus_Tit
pc,,2.2.10,.,fs-tit-0110850,,,,,,2,2,#Lucius_Tit #Marcus_Tit #Martius_Tit #Quintus_Tit #Titus_Tit,26,#Titus_Tit
stage,mixed,SD 2.2.10.1,,stg-0658.1,,,,,,2,2,#Lucius_Tit #Marcus_Tit #Martius_Tit #Quintus_Tit #Titus_Tit,26,
stage,business,SD 2.2.10.1,,stg-0658.1a,,,,,,2,2,#Lucius_Tit #Marcus_Tit #Martius_Tit #Quintus_Tit #Titus_Tit,26,
stage,sound,SD 2.2.10.1,,snd-0658.1a,,hunting horn,,,,2,2,#Lucius_Tit #Marcus_Tit #Martius_Tit #Quintus_Tit #Titus_Tit,26,
w,,SD 2.2.10.1,Here,fs-tit-0110860,,,,,,2,2,#Lucius_Tit #Marcus_Tit #Martius_Tit #Quintus_Tit #Titus_Tit,26,
c,,, ,,,,,,,2,2,#Lucius_Tit #Marcus_Tit #Martius_Tit #Quintus_Tit #Titus_Tit,26,
w,,SD 2.2.10.1,a,fs-tit-0110880,,,,,,2,2,#Lucius_Tit #Marcus_Tit #Martius_Tit #Quintus_Tit #Titus_Tit,26,
c,,, ,,,,,,,2,2,#Lucius_Tit #Marcus_Tit #Martius_Tit #Quintus_Tit #Titus_Tit,26,
w,,SD 2.2.10.1,cry,fs-tit-0110900,,,,,,2,2,#Lucius_Tit #Marcus_Tit #Martius_Tit #Quintus_Tit #Titus_Tit,26,
c,,, ,,,,,,,2,2,#Lucius_Tit #Marcus_Tit #Martius_Tit #Quintus_Tit #Titus_Tit,26,
w,,SD 2.2.10.1,of,fs-tit-0110920,,,,,,2,2,#Lucius_Tit #Marcus_Tit #Martius_Tit #Quintus_Tit #Titus_Tit,26,
c,,, ,,,,,,,2,2,#Lucius_Tit #Marcus_Tit #Martius_Tit #Quintus_Tit #Titus_Tit,26,
w,,SD 2.2.10.1,hounds,fs-tit-0110940,,,,,,2,2,#Lucius_Tit #Marcus_Tit #Martius_Tit #Quintus_Tit #Titus_Tit,26,
pc,,SD 2.2.10.1,",",fs-tit-0110950,,,,,,2,2,#Lucius_Tit #Marcus_Tit #Martius_Tit #Quintus_Tit #Titus_Tit,26,
c,,, ,,,,,,,2,2,#Lucius_Tit #Marcus_Tit #Martius_Tit #Quintus_Tit #Titus_Tit,26,
w,,SD 2.2.10.1,and,fs-tit-0110970,,,,,,2,2,#Lucius_Tit #Marcus_Tit #Martius_Tit #Quintus_Tit #Titus_Tit,26,
c,,, ,,,,,,,2,2,#Lucius_Tit #Marcus_Tit #Martius_Tit #Quintus_Tit #Titus_Tit,26,
w,,SD 2.2.10.1,wind,fs-tit-0110990,,,,,,2,2,#Lucius_Tit #Marcus_Tit #Martius_Tit #Quintus_Tit #Titus_Tit,26,
c,,, ,,,,,,,2,2,#Lucius_Tit #Marcus_Tit #Martius_Tit #Quintus_Tit #Titus_Tit,26,
w,,SD 2.2.10.1,horns,fs-tit-0111010,,,,,,2,2,#Lucius_Tit #Marcus_Tit #Martius_Tit #Quintus_Tit #Titus_Tit,26,
c,,, ,,,,,,,2,2,#Lucius_Tit #Marcus_Tit #Martius_Tit #Quintus_Tit #Titus_Tit,26,
w,,SD 2.2.10.1,in,fs-tit-0111030,,,,,,2,2,#Lucius_Tit #Marcus_Tit #Martius_Tit #Quintus_Tit #Titus_Tit,26,
c,,, ,,,,,,,2,2,#Lucius_Tit #Marcus_Tit #Martius_Tit #Quintus_Tit #Titus_Tit,26,
w,,SD 2.2.10.1,a,fs-tit-0111050,,,,,,2,2,#Lucius_Tit #Marcus_Tit #Martius_Tit #Quintus_Tit #Titus_Tit,26,
c,,, ,,,,,,,2,2,#Lucius_Tit #Marcus_Tit #Martius_Tit #Quintus_Tit #Titus_Tit,26,
w,,SD 2.2.10.1,peal,fs-tit-0111070,,,,,,2,2,#Lucius_Tit #Marcus_Tit #Martius_Tit #Quintus_Tit #Titus_Tit,26,
pc,,SD 2.2.10.1,.,fs-tit-0111080,,,,,,2,2,#Lucius_Tit #Marcus_Tit #Martius_Tit #Quintus_Tit #Titus_Tit,26,
c,,, ,,,,,,,2,2,#Lucius_Tit #Marcus_Tit #Martius_Tit #Quintus_Tit #Titus_Tit,26,
stage,entrance,SD 2.2.10.1,,stg-0658.1b,"{'#Demetrius_Tit', '#ATTENDANTS_Tit', '#Lavinia_Tit', '#Saturninus_Tit', '#Chiron_Tit', '#Tamora_Tit', '#Bassianus_Tit'}",,,,,2,2,#ATTENDANTS_Tit #Bassianus_Tit #Chiron_Tit #Demetrius_Tit #Lavinia_Tit #Lucius_Tit #Marcus_Tit #Martius_Tit #Quintus_Tit #Saturninus_Tit #Tamora_Tit #Titus_Tit,27,
w,,SD 2.2.10.1,Then,fs-tit-0111100,,,,,,2,2,#ATTENDANTS_Tit #Bassianus_Tit #Chiron_Tit #Demetrius_Tit #Lavinia_Tit #Lucius_Tit #Marcus_Tit #Martius_Tit #Quintus_Tit #Saturninus_Tit #Tamora_Tit #Titus_Tit,27,
c,,, ,,,,,,,2,2,#ATTENDANTS_Tit #Bassianus_Tit #Chiron_Tit #Demetrius_Tit #Lavinia_Tit #Lucius_Tit #Marcus_Tit #Martius_Tit #Quintus_Tit #Saturninus_Tit #Tamora_Tit #Titus_Tit,27,
w,,SD 2.2.10.1,enter,fs-tit-0111110,,,,,,2,2,#ATTENDANTS_Tit #Bassianus_Tit #Chiron_Tit #Demetrius_Tit #Lavinia_Tit #Lucius_Tit #Marcus_Tit #Martius_Tit #Quintus_Tit #Saturninus_Tit #Tamora_Tit #Titus_Tit,27,
c,,, ,,,,,,,2,2,#ATTENDANTS_Tit #Bassianus_Tit #Chiron_Tit #Demetrius_Tit #Lavinia_Tit #Lucius_Tit #Marcus_Tit #Martius_Tit #Quintus_Tit #Saturninus_Tit #Tamora_Tit #Titus_Tit,27,
w,,SD 2.2.10.1,Saturninus,fs-tit-0111130,,,,,,2,2,#ATTENDANTS_Tit #Bassianus_Tit #Chiron_Tit #Demetrius_Tit #Lavinia_Tit #Lucius_Tit #Marcus_Tit #Martius_Tit #Quintus_Tit #Saturninus_Tit #Tamora_Tit #Titus_Tit,27,
pc,,SD 2.2.10.1,",",fs-tit-0111140,,,,,,2,2,#ATTENDANTS_Tit #Bassianus_Tit #Chiron_Tit #Demetrius_Tit #Lavinia_Tit #Lucius_Tit #Marcus_Tit #Martius_Tit #Quintus_Tit #Saturninus_Tit #Tamora_Tit #Titus_Tit,27,
c,,, ,,,,,,,2,2,#ATTENDANTS_Tit #Bassianus_Tit #Chiron_Tit #Demetrius_Tit #Lavinia_Tit #Lucius_Tit #Marcus_Tit #Martius_Tit #Quintus_Tit #Saturninus_Tit #Tamora_Tit #Titus_Tit,27,
w,,SD 2.2.10.1,Tamora,fs-tit-0111160,,,,,,2,2,#ATTENDANTS_Tit #Bassianus_Tit #Chiron_Tit #Demetrius_Tit #Lavinia_Tit #Lucius_Tit #Marcus_Tit #Martius_Tit #Quintus_Tit #Saturninus_Tit #Tamora_Tit #Titus_Tit,27,
pc,,SD 2.2.10.1,",",fs-tit-0111170,,,,,,2,2,#ATTENDANTS_Tit #Bassianus_Tit #Chiron_Tit #Demetrius_Tit #Lavinia_Tit #Lucius_Tit #Marcus_Tit #Martius_Tit #Quintus_Tit #Saturninus_Tit #Tamora_Tit #Titus_Tit,27,
c,,, ,,,,,,,2,2,#ATTENDANTS_Tit #Bassianus_Tit #Chiron_Tit #Demetrius_Tit #Lavinia_Tit #Lucius_Tit #Marcus_Tit #Martius_Tit #Quintus_Tit #Saturninus_Tit #Tamora_Tit #Titus_Tit,27,
w,,SD 2.2.10.1,Bassianus,fs-tit-0111190,,,,,,2,2,#ATTENDANTS_Tit #Bassianus_Tit #Chiron_Tit #Demetrius_Tit #Lavinia_Tit #Lucius_Tit #Marcus_Tit #Martius_Tit #Quintus_Tit #Saturninus_Tit #Tamora_Tit #Titus_Tit,27,
pc,,SD 2.2.10.1,",",fs-tit-0111200,,,,,,2,2,#ATTENDANTS_Tit #Bassianus_Tit #Chiron_Tit #Demetrius_Tit #Lavinia_Tit #Lucius_Tit #Marcus_Tit #Martius_Tit #Quintus_Tit #Saturninus_Tit #Tamora_Tit #Titus_Tit,27,
c,,, ,,,,,,,2,2,#ATTENDANTS_Tit #Bassianus_Tit #Chiron_Tit #Demetrius_Tit #Lavinia_Tit #Lucius_Tit #Marcus_Tit #Martius_Tit #Quintus_Tit #Saturninus_Tit #Tamora_Tit #Titus_Tit,27,
w,,SD 2.2.10.1,Lavinia,fs-tit-0111220,,,,,,2,2,#ATTENDANTS_Tit #Bassianus_Tit #Chiron_Tit #Demetrius_Tit #Lavinia_Tit #Lucius_Tit #Marcus_Tit #Martius_Tit #Quintus_Tit #Saturninus_Tit #Tamora_Tit #Titus_Tit,27,
pc,,SD 2.2.10.1,",",fs-tit-0111230,,,,,,2,2,#ATTENDANTS_Tit #Bassianus_Tit #Chiron_Tit #Demetrius_Tit #Lavinia_Tit #Lucius_Tit #Marcus_Tit #Martius_Tit #Quintus_Tit #Saturninus_Tit #Tamora_Tit #Titus_Tit,27,
c,,, ,,,,,,,2,2,#ATTENDANTS_Tit #Bassianus_Tit #Chiron_Tit #Demetrius_Tit #Lavinia_Tit #Lucius_Tit #Marcus_Tit #Martius_Tit #Quintus_Tit #Saturninus_Tit #Tamora_Tit #Titus_Tit,27,
w,,SD 2.2.10.1,Chiron,fs-tit-0111250,,,,,,2,2,#ATTENDANTS_Tit #Bassianus_Tit #Chiron_Tit #Demetrius_Tit #Lavinia_Tit #Lucius_Tit #Marcus_Tit #Martius_Tit #Quintus_Tit #Saturninus_Tit #Tamora_Tit #Titus_Tit,27,
pc,,SD 2.2.10.1,",",fs-tit-0111260,,,,,,2,2,#ATTENDANTS_Tit #Bassianus_Tit #Chiron_Tit #Demetrius_Tit #Lavinia_Tit #Lucius_Tit #Marcus_Tit #Martius_Tit #Quintus_Tit #Saturninus_Tit #Tamora_Tit #Titus_Tit,27,
w,,SD 2.2.10.1,Demetrius,fs-tit-0111270,,,,,,2,2,#ATTENDANTS_Tit #Bassianus_Tit #Chiron_Tit #Demetrius_Tit #Lavinia_Tit #Lucius_Tit #Marcus_Tit #Martius_Tit #Quintus_Tit #Saturninus_Tit #Tamora_Tit #Titus_Tit,27,
pc,,SD 2.2.10.1,",",fs-tit-0111280,,,,,,2,2,#ATTENDANTS_Tit #Bassianus_Tit #Chiron_Tit #Demetrius_Tit #Lavinia_Tit #Lucius_Tit #Marcus_Tit #Martius_Tit #Quintus_Tit #Saturninus_Tit #Tamora_Tit #Titus_Tit,27,
c,,, ,,,,,,,2,2,#ATTENDANTS_Tit #Bassianus_Tit #Chiron_Tit #Demetrius_Tit #Lavinia_Tit #Lucius_Tit #Marcus_Tit #Martius_Tit #Quintus_Tit #Saturninus_Tit #Tamora_Tit #Titus_Tit,27,
w,,SD 2.2.10.1,and,fs-tit-0111300,,,,,,2,2,#ATTENDANTS_Tit #Bassianus_Tit #Chiron_Tit #Demetrius_Tit #Lavinia_Tit #Lucius_Tit #Marcus_Tit #Martius_Tit #Quintus_Tit #Saturninus_Tit #Tamora_Tit #Titus_Tit,27,
c,,, ,,,,,,,2,2,#ATTENDANTS_Tit #Bassianus_Tit #Chiron_Tit #Demetrius_Tit #Lavinia_Tit #Lucius_Tit #Marcus_Tit #Martius_Tit #Quintus_Tit #Saturninus_Tit #Tamora_Tit #Titus_Tit,27,
w,,SD 2.2.10.1,their,fs-tit-0111320,,,,,,2,2,#ATTENDANTS_Tit #Bassianus_Tit #Chiron_Tit #Demetrius_Tit #Lavinia_Tit #Lucius_Tit #Marcus_Tit #Martius_Tit #Quintus_Tit #Saturninus_Tit #Tamora_Tit #Titus_Tit,27,
c,,, ,,,,,,,2,2,#ATTENDANTS_Tit #Bassianus_Tit #Chiron_Tit #Demetrius_Tit #Lavinia_Tit #Lucius_Tit #Marcus_Tit #Martius_Tit #Quintus_Tit #Saturninus_Tit #Tamora_Tit #Titus_Tit,27,
w,,SD 2.2.10.1,Attendants,fs-tit-0111340,,,,,,2,2,#ATTENDANTS_Tit #Bassianus_Tit #Chiron_Tit #Demetrius_Tit #Lavinia_Tit #Lucius_Tit #Marcus_Tit #Martius_Tit #Quintus_Tit #Saturninus_Tit #Tamora_Tit #Titus_Tit,27,
